"","ZEB","SNAIL","OVOL2","miR200"
"ZEB",0.551108053498948,0,-0.26934670815254,-0.628324664048892
"SNAIL",0.652354894502378,0,-0.292346753528316,-0.72478072347271
"OVOL2",-0.26934670815254,0,0.0299151095473937,0.261718996466046
"miR200",-0.628324664048892,0,0.261718996466046,0.603230086495298
