"","OVOL2","miR200","ZEB"
"miR200",0.642328940431715,0.12414151468104,-0.620468752054269
"OVOL2",0.457624063831005,-0.12414151468104,-0.30878205155565
"ZEB",-0.671008503089411,-0.12414151468104,0.540777999749779
