"","ZEB","SNAIL","OVOL2","miR200"
"ZEB",0.107705311152211,0,-0.103202277767244,0.206525318073752
"SNAIL",0.234279883316884,0,-0.137014979636676,0.134812115138048
"OVOL2",-0.067932805513019,0,-0.0407947538000085,-0.103202277767244
"miR200",-0.207437692954174,0,0.103875112081794,-0.206104796627159
