states,Avg0,SD0,frust0,Avg1,SD1,frust1,Avg2,SD2,frust2
'11010001000000000111110111',0.021233333333333337,0.0010338708279513877,0.0707070707070707,,,,0.14896666666666666,0.0018354533197248327,0.0707070707070707
'00101110111111111000001000',0.022099999999999998,0.0008041558721209874,0.0707070707070707,,,,0.15069999999999997,0.0029709706606876325,0.0707070707070707
'00101110111111111000001001',0.021099999999999997,0.0017107503227141788,0.0707070707070707,,,,0.1255666666666667,0.0003399346342395287,0.0707070707070707
'00101110111111111000001101',0.017233333333333333,0.0008259674462242577,0.10101010101010101,,,,0.07006666666666667,0.0020677416559027784,0.10101010101010101
'00101110111111111000001100',0.0171,0.00014142135623730864,0.10101010101010101,,,,0.08756666666666667,0.0017745108872274924,0.10101010101010101
'11010001000000000111110110',0.021400000000000002,0.0015297058540778348,0.0707070707070707,,,,0.1259,0.0038192494899740056,0.0707070707070707
'11010001000000000111110010',0.015666666666666666,0.0011585431464655178,0.10101010101010101,,,,0.0705,0.001061445555206046,0.10101010101010101
'11010001000000000111110011',0.0159,0.0015513435037626787,0.10101010101010101,,,,0.09173333333333333,0.0016048537489614329,0.10101010101010101
'01110101111011000011110101',0.00016666666666666666,4.714045207910317e-5,0.3434343434343434,,,,0.0099,0.0011430952132988165,0.3434343434343434
'10001010000100111100001110',0.0010666666666666665,0.00023570226039551585,0.3333333333333333,,,,0.0244,0.0011775681155103794,0.3333333333333333
'01110101111011000011110001',0.0004333333333333333,0.00023570226039551582,0.3333333333333333,,,,0.023633333333333336,0.0013888444437333107,0.3333333333333333
'10001010010100111100001010',0.0002666666666666667,0.0001699673171197595,0.36363636363636365,,,,0.0044666666666666665,0.000524933858267454,0.36363636363636365
'11110001101011000111110000',,,0.35353535353535354,,,,0.002166666666666666,0.00032998316455372216,0.35353535353535354
'10001010000100111100001010',0.0003,0.00016329931618554522,0.3434343434343434,,,,0.010133333333333334,0.000579271573232759,0.3434343434343434
'00001110010100111000001111',,,0.35353535353535354,,,,0.0015666666666666665,0.00044969125210773465,0.35353535353535354
'10001010000100111100001011',0.00019999999999999998,8.16496580927726e-5,0.36363636363636365,,,,0.004933333333333334,0.000784573486395988,0.36363636363636365
'01110101101011000011110101',,,0.36363636363636365,,,,0.004733333333333333,0.0004642796092394704,0.36363636363636365
'01110101111011000011110100',,,0.36363636363636365,,,,0.005066666666666666,0.0004642796092394708,0.36363636363636365
'11010011000000000111111011',0.04953333333333334,0.0005312459150169752,0.08080808080808081,0.05383333333333334,0.0018926759422104537,0.08080808080808081,,,
'00111111111111111000001000',0.02476666666666667,0.0018263503375736956,0.1414141414141414,0.06833333333333333,0.0006128258770283417,0.1414141414141414,,,
'11010011000000000111111110',0.0731,0.0016309506430300063,0.050505050505050504,0.073,0.002192411153654044,0.050505050505050504,,,
'00101100111111111000000000',0.07386666666666666,0.0012229290885229433,0.050505050505050504,0.07013333333333334,0.0011585431464655224,0.050505050505050504,,,
