"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,0.895933583980708,-0.991948537293245,0.339767560097453,-0.895933583980708,-0.998188532458763,0.0565157881900351,0.61995738471759,-0.991948537293245,-0.996578198638506,-0.991948537293245,-0.895933583980708,-0.991948537293245,-0.991948537293245,-0.954309185764386,-0.895933583980708,-0.926330118272747,0.998188532458763,0.895933583980708,0.898751674499594,0.926935745670063,0.899154258859435,0.0565157881900351,0.185027893060466,0.959344187308546,0.00202977582604954
"CLDN7",0.895933583980708,1,-0.887883170820783,0.443836207549014,-1,-0.894122876781986,0.124772653005534,0.724030062328624,-0.887883170820783,-0.899354939099466,-0.887883170820783,-1,-0.887883170820783,-0.887883170820783,-0.941223301529467,-1,-0.967592456504766,0.894122876781986,1,0.995571606761306,0.969002082148834,0.995974187964824,0.124772653005534,0.132878424718404,0.920502328893956,0.0275878147389537
"FOXC2",-0.991948537293245,-0.887883170820783,1,-0.331715457042171,0.887883170820783,0.993759864581779,-0.048456390054111,-0.611904197356764,1,0.988527230612287,1,0.887883170820783,1,1,0.946661957767059,0.887883170820783,0.920293271584798,-0.993759864581779,-0.887883170820783,-0.89231161887548,-0.918886473039719,-0.89190903268869,-0.048456390054111,-0.190268125017204,-0.967393401874361,-0.00404530777152476
"GRHL2",0.339767560097453,0.443836207549014,-0.331715457042171,1,-0.443836207549014,-0.337955606864931,0.68096774158379,0.719806079420544,-0.331715457042171,-0.34318995369386,-0.331715457042171,-0.443836207549014,-0.331715457042171,-0.331715457042171,-0.385059997655785,-0.443836207549014,-0.411429199330203,0.337955606864931,0.443836207549014,0.439407827318729,0.41283905810295,0.439810407339664,0.68096774158379,0.0207502818234251,0.364325682136811,0.0116825921209414
"GSC",-0.895933583980708,-1,0.887883170820783,-0.443836207549014,1,0.894122876781986,-0.124772653005534,-0.724030062328625,0.887883170820783,0.899354939099466,0.887883170820783,1,0.887883170820783,0.887883170820783,0.941223301529467,1,0.967592456504766,-0.894122876781986,-1,-0.995571606761306,-0.969002082148834,-0.995974187964824,-0.124772653005534,-0.132878424718404,-0.920502328893956,-0.0275878147389536
"KLF8",-0.998188532458763,-0.894122876781986,0.993759864581779,-0.337955606864931,0.894122876781986,1,-0.0546985577186339,-0.618144646786123,0.993759864581779,0.994767089726379,0.993759864581779,0.894122876781986,0.993759864581779,0.993759864581779,0.952498919159694,0.894122876781986,0.924519880759655,-1,-0.894122876781986,-0.896940976721065,-0.92512587759633,-0.897343562426648,-0.0546985577186339,-0.184026282673176,-0.961153741749429,-0.00384336193225539
"NP63",0.0565157881900351,0.124772653005534,-0.048456390054111,0.68096774158379,-0.124772653005534,-0.0546985577186339,1,0.400738805265802,-0.048456390054111,-0.059943423068795,-0.048456390054111,-0.124772653005534,-0.048456390054111,-0.048456390054111,-0.082503684151373,-0.124772653005534,-0.102836643373235,0.0546985577186339,0.124772653005534,0.120344087506753,0.104251284511067,0.120746684370278,1,-0.00556980793777212,0.0665482080964875,0.00224475154270916
"OVOL2",0.61995738471759,0.724030062328624,-0.611904197356764,0.719806079420544,-0.724030062328625,-0.618144646786123,0.400738805265802,1,-0.611904197356764,-0.623380682540945,-0.611904197356764,-0.724030062328625,-0.611904197356764,-0.611904197356764,-0.66525399017512,-0.724030062328625,-0.691623878685834,0.618144646786123,0.724030062328624,0.719601634370374,0.693035028673855,0.720004218730215,0.400738805265802,0.0767306466942707,0.644512713037586,0.0209512280888754
"SNAI1",-0.991948537293245,-0.887883170820783,1,-0.331715457042171,0.887883170820783,0.993759864581779,-0.048456390054111,-0.611904197356764,1,0.988527230612287,1,0.887883170820783,1,1,0.946661957767059,0.887883170820783,0.920293271584798,-0.993759864581779,-0.887883170820783,-0.89231161887548,-0.918886473039719,-0.89190903268869,-0.048456390054111,-0.190268125017204,-0.967393401874361,-0.00404530777152476
"SNAI2",-0.996578198638506,-0.899354939099466,0.988527230612287,-0.34318995369386,0.899354939099466,0.994767089726379,-0.059943423068795,-0.623380682540945,0.988527230612287,1,0.988527230612287,0.899354939099466,0.988527230612287,0.988527230612287,0.957730119491935,0.899354939099466,0.928945846954779,-0.994767089726379,-0.899354939099466,-0.901770438064978,-0.93035626749406,-0.902173021225897,-0.059943423068795,-0.188445109361072,-0.955924607774127,-0.00464461373290847
"TCF3",-0.991948537293245,-0.887883170820783,1,-0.331715457042171,0.887883170820783,0.993759864581779,-0.048456390054111,-0.611904197356764,1,0.988527230612287,1,0.887883170820783,1,1,0.946661957767059,0.887883170820783,0.920293271584798,-0.993759864581779,-0.887883170820783,-0.89231161887548,-0.918886473039719,-0.89190903268869,-0.048456390054111,-0.190268125017204,-0.967393401874361,-0.00404530777152476
