"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,0.878294798080766,-0.999196746302287,0.297108859453231,-0.878294798080766,-1,-0.0126028876398381,0.588508312669081,-0.999196746302287,-0.998795085825197,-0.999196746302287,-0.878294798080766,-0.999196746302287,-0.999196746302287,-0.971481711672433,-0.878294798080766,-0.952402528092706,1,0.878294798080766,0.884520694066443,0.952000995069755,0.880705591293019,-0.0126028876398381,0.191705549239912,0.959236803703433,0.000646567587635
"CLDN7",0.878294798080766,1,-0.877490868464881,0.418811579331825,-1,-0.878294798080766,0.0942352494535955,0.710212470628057,-0.877490868464881,-0.879500532234585,-0.877490868464881,-1,-0.877490868464881,-0.877490868464881,-0.906813254338809,-1,-0.92468725056685,0.878294798080766,1,0.99377413287925,0.926294454217134,0.997590722138972,0.0942352494535955,0.132262743780876,0.917458898842495,0.0114851826817861
"FOXC2",-0.999196746302287,-0.877490868464881,1,-0.296305384352104,0.877490868464881,0.999196746302287,0.0118025313131098,-0.587705428663843,1,0.997991992183312,1,0.877490868464881,1,1,0.97067837631027,0.877490868464881,0.952804059543499,-0.999196746302287,-0.877490868464881,-0.883716864179411,-0.951197685692431,-0.879902159492211,0.0118025313131098,-0.192510262030173,-0.960038596332184,-0.0010449733390635
"GRHL2",0.297108859453231,0.418811579331825,-0.296305384352104,1,-0.418811579331825,-0.297108859453231,0.675471298947786,0.70860313329823,-0.296305384352104,-0.298314034588772,-0.296305384352104,-0.418811579331825,-0.296305384352104,-0.296305384352104,-0.325626553146727,-0.418811579331825,-0.343500299665132,0.297108859453231,0.418811579331825,0.41258572077819,0.345106980441712,0.416401066840041,0.675471298947786,0.0314343205626269,0.336272240890677,0.00429744118671506
"GSC",-0.878294798080766,-1,0.877490868464881,-0.418811579331825,1,0.878294798080766,-0.0942352494535955,-0.710212470628057,0.877490868464881,0.879500532234585,0.877490868464881,1,0.877490868464881,0.877490868464881,0.906813254338809,1,0.92468725056685,-0.878294798080766,-1,-0.99377413287925,-0.926294454217134,-0.997590722138972,-0.0942352494535955,-0.132262743780876,-0.917458898842495,-0.0114851826817861
"KLF8",-1,-0.878294798080766,0.999196746302287,-0.297108859453231,0.878294798080766,1,0.0126028876398381,-0.588508312669081,0.999196746302287,0.998795085825197,0.999196746302287,0.878294798080766,0.999196746302287,0.999196746302287,0.971481711672433,0.878294798080766,0.952402528092706,-1,-0.878294798080766,-0.884520694066443,-0.952000995069755,-0.880705591293019,0.0126028876398381,-0.191705549239912,-0.959236803703433,-0.000646567587635
"NP63",-0.0126028876398381,0.0942352494535955,0.0118025313131098,0.675471298947786,-0.0942352494535955,0.0126028876398381,1,0.384064068149136,0.0118025313131098,0.0138049076428238,0.0118025313131098,-0.0942352494535955,0.0118025313131098,0.0118025313131098,-0.0127021448882897,-0.0942352494535955,-0.031378241070377,-0.0126028876398381,0.0942352494535955,0.0880107086979223,0.0297744314568584,0.0918332760230252,1,-0.00470402968132071,0.0189006532211542,0.000643302511021762
"OVOL2",0.588508312669081,0.710212470628057,-0.587705428663843,0.70860313329823,-0.710212470628057,-0.588508312669081,0.384064068149136,1,-0.587705428663843,-0.58971294440536,-0.587705428663843,-0.710212470628057,-0.587705428663843,-0.587705428663843,-0.617026054668018,-0.710212470628057,-0.634900121813684,0.588508312669081,0.710212470628057,0.703986275914272,0.636506236363136,0.707800176681438,0.384064068149136,0.0810393686372893,0.627679287236514,0.00891166098615733
"SNAI1",-0.999196746302287,-0.877490868464881,1,-0.296305384352104,0.877490868464881,0.999196746302287,0.0118025313131098,-0.587705428663843,1,0.997991992183312,1,0.877490868464881,1,1,0.97067837631027,0.877490868464881,0.952804059543499,-0.999196746302287,-0.877490868464881,-0.883716864179411,-0.951197685692431,-0.879902159492211,0.0118025313131098,-0.192510262030173,-0.960038596332184,-0.0010449733390635
"SNAI2",-0.998795085825197,-0.879500532234585,0.997991992183312,-0.298314034588772,0.879500532234585,0.998795085825197,0.0138049076428238,-0.58971294440536,0.997991992183312,1,0.997991992183312,0.879500532234585,0.997991992183312,0.997991992183312,0.972285199297565,0.879500532234585,0.951599487018394,-0.998795085825197,-0.879500532234585,-0.885726328880812,-0.953206117963858,-0.881910824572875,0.0138049076428238,-0.192909152855908,-0.958033491804712,0.000153504434457719
