"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,0.922022796523538,-1,0.286114189911739,-0.922022796523538,-1,-0.0181356902891336,0.604283974106299,-1,-1,-1,-0.922022796523538,-1,-1,-0.960912418713992,-0.922022796523538,-0.936731819149565,1,0.922022796523538,0.0348675832150962,0.936731819149565,0.922022796523538,-0.0181356902891336,0.205923460923073,0.975418293937502,0.0108580516953528
"CLDN7",0.922022796523538,1,-0.922022796523538,0.36409058014776,-1,-0.922022796523538,0.0513784317176528,0.682264890434952,-0.922022796523538,-0.922022796523538,-0.922022796523538,-1,-0.922022796523538,-0.922022796523538,-0.961112826543193,-1,-0.985291081387208,0.922022796523538,1,0.0656992821410423,0.985291081387208,1,0.0513784317176528,0.167438577631288,0.946604557124543,0.0340237334356789
"FOXC2",-1,-0.922022796523538,1,-0.286114189911739,0.922022796523538,1,0.0181356902891337,-0.604283974106299,1,1,1,0.922022796523538,1,1,0.960912418713992,0.922022796523538,0.936731819149565,-1,-0.922022796523538,-0.0348675832150962,-0.936731819149565,-0.922022796523538,0.0181356902891337,-0.205923460923073,-0.975418293937502,-0.0108580516953528
"GRHL2",0.286114189911739,0.36409058014776,-0.286114189911739,1,-0.36409058014776,-0.286114189911739,0.687286199275123,0.681861904236576,-0.286114189911739,-0.286114189911739,-0.286114189911739,-0.36409058014776,-0.286114189911739,-0.286114189911739,-0.325200605505549,-0.36409058014776,-0.349381338819642,0.286114189911739,0.36409058014776,-0.0733317013814897,0.349381338819642,0.36409058014776,0.687286199275123,0.0324391795073392,0.310694814556977,-0.00345682486193599
"GSC",-0.922022796523538,-1,0.922022796523538,-0.36409058014776,1,0.922022796523538,-0.0513784317176527,-0.682264890434952,0.922022796523538,0.922022796523538,0.922022796523538,1,0.922022796523538,0.922022796523538,0.961112826543193,1,0.985291081387208,-0.922022796523538,-1,-0.0656992821410423,-0.985291081387208,-1,-0.0513784317176527,-0.167438577631288,-0.946604557124543,-0.0340237334356789
"KLF8",-1,-0.922022796523538,1,-0.286114189911739,0.922022796523538,1,0.0181356902891337,-0.604283974106299,1,1,1,0.922022796523538,1,1,0.960912418713992,0.922022796523538,0.936731819149565,-1,-0.922022796523538,-0.0348675832150962,-0.936731819149565,-0.922022796523538,0.0181356902891337,-0.205923460923073,-0.975418293937502,-0.0108580516953528
"NP63",-0.0181356902891336,0.0513784317176528,0.0181356902891337,0.687286199275123,-0.0513784317176527,0.0181356902891337,1,0.369137484101624,0.0181356902891337,0.0181356902891337,0.0181356902891337,-0.0513784317176527,0.0181356902891337,0.0181356902891337,-0.0149073650777317,-0.0513784317176527,-0.0366693947024774,-0.0181356902891336,0.0513784317176528,-0.0213542675635669,0.0366693947024774,0.0513784317176528,1,-0.0159181229099057,0.00563965899212205,-0.00666015331254595
"OVOL2",0.604283974106299,0.682264890434952,-0.604283974106299,0.681861904236576,-0.682264890434952,-0.604283974106299,0.369137484101624,1,-0.604283974106299,-0.604283974106299,-0.604283974106299,-0.682264890434952,-0.604283974106299,-0.604283974106299,-0.643384956068383,-0.682264890434952,-0.667557004352094,0.604283974106299,0.682264890434952,-0.00505666140342667,0.667557004352094,0.682264890434952,0.369137484101624,0.0963149704567539,0.628870309675021,0.0189912433746767
"SNAI1",-1,-0.922022796523538,1,-0.286114189911739,0.922022796523538,1,0.0181356902891337,-0.604283974106299,1,1,1,0.922022796523538,1,1,0.960912418713992,0.922022796523538,0.936731819149565,-1,-0.922022796523538,-0.0348675832150962,-0.936731819149565,-0.922022796523538,0.0181356902891337,-0.205923460923073,-0.975418293937502,-0.0108580516953528
"SNAI2",-1,-0.922022796523538,1,-0.286114189911739,0.922022796523538,1,0.0181356902891337,-0.604283974106299,1,1,1,0.922022796523538,1,1,0.960912418713992,0.922022796523538,0.936731819149565,-1,-0.922022796523538,-0.0348675832150962,-0.936731819149565,-0.922022796523538,0.0181356902891337,-0.205923460923073,-0.975418293937502,-0.0108580516953528
"TCF3",-1,-0.922022796523538,1,-0.286114189911739,0.922022796523538,1,0.0181356902891337,-0.604283974106299,1,1,1,0.922022796523538,1,1,0.960912418713992,0.922022796523538,0.936731819149565,-1,-0.922022796523538,-0.0348675832150962,-0.936731819149565,-0.922022796523538,0.0181356902891337,-0.205923460923073,-0.975418293937502,-0.0108580516953528
"TGF-beta",-0.922022796523538,-1,0.922022796523538,-0.36409058014776,1,0.922022796523538,-0.0513784317176527,-0.682264890434952,0.922022796523538,0.922022796523538,0.922022796523538,1,0.922022796523538,0.922022796523538,0.961112826543193,1,0.985291081387208,-0.922022796523538,-1,-0.0656992821410423,-0.985291081387208,-1,-0.0513784317176527,-0.167438577631288,-0.946604557124543,-0.0340237334356789
"TWIST1",-1,-0.922022796523538,1,-0.286114189911739,0.922022796523538,1,0.0181356902891337,-0.604283974106299,1,1,1,0.922022796523538,1,1,0.960912418713992,0.922022796523538,0.936731819149565,-1,-0.922022796523538,-0.0348675832150962,-0.936731819149565,-0.922022796523538,0.0181356902891337,-0.205923460923073,-0.975418293937502,-0.0108580516953528
"TWIST2",-1,-0.922022796523538,1,-0.286114189911739,0.922022796523538,1,0.0181356902891337,-0.604283974106299,1,1,1,0.922022796523538,1,1,0.960912418713992,0.922022796523538,0.936731819149565,-1,-0.922022796523538,-0.0348675832150962,-0.936731819149565,-0.922022796523538,0.0181356902891337,-0.205923460923073,-0.975418293937502,-0.0108580516953528
"VIM",-0.960912418713992,-0.961112826543193,0.960912418713992,-0.325200605505549,0.961112826543193,0.960912418713992,-0.0149073650777317,-0.643384956068383,0.960912418713992,0.960912418713992,0.960912418713992,0.961112826543193,0.960912418713992,0.960912418713992,1,0.961112826543193,0.975821546617746,-0.960912418713992,-0.961112826543193,-0.0618782701850265,-0.975821546617746,-0.961112826543193,-0.0149073650777317,-0.188192477050252,-0.948821457624372,-0.0285649433045558
"ZEB1",-0.922022796523538,-1,0.922022796523538,-0.36409058014776,1,0.922022796523538,-0.0513784317176527,-0.682264890434952,0.922022796523538,0.922022796523538,0.922022796523538,1,0.922022796523538,0.922022796523538,0.961112826543193,1,0.985291081387208,-0.922022796523538,-1,-0.0656992821410423,-0.985291081387208,-1,-0.0513784317176527,-0.167438577631288,-0.946604557124543,-0.0340237334356789
"ZEB2",-0.936731819149565,-0.985291081387208,0.936731819149565,-0.349381338819642,0.985291081387208,0.936731819149565,-0.0366693947024774,-0.667557004352094,0.936731819149565,0.936731819149565,0.936731819149565,0.985291081387208,0.936731819149565,0.936731819149565,0.975821546617746,0.985291081387208,1,-0.936731819149565,-0.985291081387208,-0.0804094129977839,-1,-0.985291081387208,-0.0366693947024774,-0.182147478517416,-0.931895563350547,-0.0374467963280495
"miR-101",1,0.922022796523538,-1,0.286114189911739,-0.922022796523538,-1,-0.0181356902891336,0.604283974106299,-1,-1,-1,-0.922022796523538,-1,-1,-0.960912418713992,-0.922022796523538,-0.936731819149565,1,0.922022796523538,0.0348675832150962,0.936731819149565,0.922022796523538,-0.0181356902891336,0.205923460923073,0.975418293937502,0.0108580516953528
"miR-141",0.922022796523538,1,-0.922022796523538,0.36409058014776,-1,-0.922022796523538,0.0513784317176528,0.682264890434952,-0.922022796523538,-0.922022796523538,-0.922022796523538,-1,-0.922022796523538,-0.922022796523538,-0.961112826543193,-1,-0.985291081387208,0.922022796523538,1,0.0656992821410423,0.985291081387208,1,0.0513784317176528,0.167438577631288,0.946604557124543,0.0340237334356789
"miR-200a",0.0348675832150962,0.0656992821410423,-0.0348675832150962,-0.0733317013814897,-0.0656992821410423,-0.0348675832150962,-0.0213542675635669,-0.00505666140342667,-0.0348675832150962,-0.0348675832150962,-0.0348675832150962,-0.0656992821410423,-0.0348675832150962,-0.0348675832150962,-0.0618782701850265,-0.0656992821410423,-0.0804094129977839,0.0348675832150962,0.0656992821410423,1,0.0804094129977839,0.0656992821410423,-0.0213542675635669,0.0624650479386601,0.028020899866622,0.0681754608257453
"miR-200b",0.936731819149565,0.985291081387208,-0.936731819149565,0.349381338819642,-0.985291081387208,-0.936731819149565,0.0366693947024774,0.667557004352094,-0.936731819149565,-0.936731819149565,-0.936731819149565,-0.985291081387208,-0.936731819149565,-0.936731819149565,-0.975821546617746,-0.985291081387208,-1,0.936731819149565,0.985291081387208,0.0804094129977839,1,0.985291081387208,0.0366693947024774,0.182147478517416,0.931895563350547,0.0374467963280495
"miR-200c",0.922022796523538,1,-0.922022796523538,0.36409058014776,-1,-0.922022796523538,0.0513784317176528,0.682264890434952,-0.922022796523538,-0.922022796523538,-0.922022796523538,-1,-0.922022796523538,-0.922022796523538,-0.961112826543193,-1,-0.985291081387208,0.922022796523538,1,0.0656992821410423,0.985291081387208,1,0.0513784317176528,0.167438577631288,0.946604557124543,0.0340237334356789
"miR-205",-0.0181356902891336,0.0513784317176528,0.0181356902891337,0.687286199275123,-0.0513784317176527,0.0181356902891337,1,0.369137484101624,0.0181356902891337,0.0181356902891337,0.0181356902891337,-0.0513784317176527,0.0181356902891337,0.0181356902891337,-0.0149073650777317,-0.0513784317176527,-0.0366693947024774,-0.0181356902891336,0.0513784317176528,-0.0213542675635669,0.0366693947024774,0.0513784317176528,1,-0.0159181229099057,0.00563965899212205,-0.00666015331254595
"miR-30c",0.205923460923073,0.167438577631288,-0.205923460923073,0.0324391795073392,-0.167438577631288,-0.205923460923073,-0.0159181229099057,0.0963149704567539,-0.205923460923073,-0.205923460923073,-0.205923460923073,-0.167438577631288,-0.205923460923073,-0.205923460923073,-0.188192477050252,-0.167438577631288,-0.182147478517416,0.205923460923073,0.167438577631288,0.0624650479386601,0.182147478517416,0.167438577631288,-0.0159181229099057,1,0.181341511552436,0.00583852929495013
"miR-34a",0.975418293937502,0.946604557124543,-0.975418293937502,0.310694814556977,-0.946604557124543,-0.975418293937502,0.00563965899212205,0.628870309675021,-0.975418293937502,-0.975418293937502,-0.975418293937502,-0.946604557124543,-0.975418293937502,-0.975418293937502,-0.948821457624372,-0.946604557124543,-0.931895563350547,0.975418293937502,0.946604557124543,0.028020899866622,0.931895563350547,0.946604557124543,0.00563965899212205,0.181341511552436,1,0.0124597447823927
"miR-9",0.0108580516953528,0.0340237334356789,-0.0108580516953528,-0.00345682486193599,-0.0340237334356789,-0.0108580516953528,-0.00666015331254595,0.0189912433746767,-0.0108580516953528,-0.0108580516953528,-0.0108580516953528,-0.0340237334356789,-0.0108580516953528,-0.0108580516953528,-0.0285649433045558,-0.0340237334356789,-0.0374467963280495,0.0108580516953528,0.0340237334356789,0.0681754608257453,0.0374467963280495,0.0340237334356789,-0.00666015331254595,0.00583852929495013,0.0124597447823927,1
