states,Avg0,SD0,frust0,Avg1,SD1,frust1,Avg2,SD2,frust2
'11010001000000000111110011',0.018166666666666668,0.00036817870057290794,0.10101010101010101,,,,0.09026666666666666,0.0020434176165325486,0.10101010101010101
'00101110111111111000001000',0.02036666666666667,0.0006128258770283418,0.0707070707070707,,,,0.12376666666666665,0.0020005554784164885,0.0707070707070707
'11010001000000000111110111',0.0204,0.001061445555206044,0.0707070707070707,,,,0.12816666666666668,0.0005792715732327521,0.0707070707070707
'00101110111111111000001101',0.016233333333333332,0.0008730533902472526,0.10101010101010101,,,,0.07926666666666667,0.0020531818125912706,0.10101010101010101
'00101110111111111000001100',0.018366666666666667,0.0011323525167642025,0.10101010101010101,,,,0.08956666666666667,0.0008379870059984361,0.10101010101010101
'11010001000000000111110010',0.017699999999999997,0.001687206764645835,0.10101010101010101,,,,0.08059999999999999,0.002662079387746851,0.10101010101010101
'11010001000000000111110110',0.0206,0.000993310961716755,0.0707070707070707,,,,0.12093333333333334,0.0025368396787253905,0.0707070707070707
'00101110111111111000001001',0.021233333333333337,0.0015326085243430208,0.0707070707070707,,,,0.12506666666666666,0.0020072092289766213,0.0707070707070707
'01110101111011000011110100',0.00023333333333333333,4.714045207910315e-5,0.36363636363636365,,,,0.0055000000000000005,0.0007071067811865474,0.36363636363636365
'10001010000100111100001110',0.0012666666666666668,0.00018856180831641265,0.3333333333333333,,,,0.023266666666666668,0.0013597385369580768,0.3333333333333333
'00001110010100111000001111',0.00023333333333333333,0.00012472191289246472,0.3434343434343434,,,,0.0028666666666666667,4.714045207910309e-5,0.3434343434343434
'10001010010100111100001010',0.0005333333333333334,0.0001247219128924647,0.35353535353535354,,,,0.005266666666666667,0.0006236095644623237,0.35353535353535354
'01110101101011000011110101',,,0.35353535353535354,,,,0.0044,0.00035590260840104385,0.35353535353535354
'01110101111011000011110001',0.0011666666666666665,0.00012472191289246467,0.3333333333333333,,,,0.025166666666666667,0.001297005097222915,0.3333333333333333
