"Network","JSD"
"CDH1_SNAI2_2_0",0.00231194331832141
"CDH1_SNAI2_2_1",0.0143015329191063
"CLDN7_CDH1_1_0",0.00231587334982153
"CLDN7_CDH1_1_2",0.0019022085848939
"FOXC2_ZEB1_1_0",0.013371702694678
"FOXC2_ZEB1_1_2",0.0130120219978167
"GRHL2_NP63_1_0",0.507746858469554
"GRHL2_NP63_1_2",0.507857222401434
"GRHL2_OVOL2_1_0",0.163576008339118
"GRHL2_OVOL2_1_2",0.5389
"GRHL2_ZEB1_2_0",0.00228140318474265
"GRHL2_ZEB1_2_1",0.0126094280637161
"GSC_FOXC2_1_0",0.00249508503163207
"GSC_FOXC2_1_2",0.00242528196506414
"GSC_SNAI1_1_0",0.00365048925832624
"GSC_SNAI1_1_2",0.0151962985166115
"GSC_TWIST1_1_0",0.0111811317160168
"GSC_TWIST1_1_2",0.0163457315358776
"GSC_ZEB1_1_0",0.00427107269774391
"GSC_ZEB1_1_2",0.0121265266906898
"GSC_ZEB2_1_0",0.00512266896637179
"GSC_ZEB2_1_2",0.0119379042280027
"KLF8_CDH1_2_0",0.0102178428633197
"KLF8_CDH1_2_1",0.0176788629481275
"miR-101_KLF8_2_0",0.219958155249862
"miR-101_KLF8_2_1",0.705583333333333
"miR-101_SNAI1_2_0",0.0210613034049405
"miR-101_SNAI1_2_1",0.0241181072085015
"miR-101_ZEB1_2_0",0.015171202606423
"miR-101_ZEB1_2_1",0.0143568662591602
"miR-101_ZEB2_2_0",0.00611577522419832
"miR-101_ZEB2_2_1",0.00844659839586856
"miR-141_TGF-beta_2_0",0.00572800818576243
"miR-141_TGF-beta_2_1",0.00944767157678971
"miR-141_ZEB1_2_0",0.00231177798464227
"miR-141_ZEB1_2_1",0.0103097418876966
"miR-141_ZEB2_2_0",0.00456790099147216
"miR-141_ZEB2_2_1",0.0140296519669221
"miR-200a_TGF-beta_2_0",0.00357977987017917
"miR-200a_TGF-beta_2_1",0.00494962494359238
"miR-200a_ZEB1_2_0",0.00799585618236536
"miR-200a_ZEB1_2_1",0.0185435044192973
"miR-200a_ZEB2_2_0",0.00332953402091225
"miR-200a_ZEB2_2_1",0.013149275431399
"miR-200b_TGF-beta_2_0",0.00372744627028129
"miR-200b_TGF-beta_2_1",0.00420821972683936
"miR-200b_ZEB1_2_0",0.013781015013086
"miR-200b_ZEB1_2_1",0.0146838927378442
"miR-200b_ZEB2_2_0",0.00496351781248241
"miR-200b_ZEB2_2_1",0.013523310184018
"miR-200c_TGF-beta_2_0",0.00327982970803669
"miR-200c_TGF-beta_2_1",0.00463602870932384
"miR-200c_ZEB1_2_0",0.00901964716537311
"miR-200c_ZEB1_2_1",0.0173066170549877
"miR-200c_ZEB2_2_0",0.00345800004125162
"miR-200c_ZEB2_2_1",0.0133932896046467
"miR-205_ZEB1_2_0",0.00663667501018945
"miR-205_ZEB1_2_1",0.0132430182427116
"miR-205_ZEB2_2_0",0.00377707229259533
"miR-205_ZEB2_2_1",0.0122164395128898
"miR-30c_SNAI1_2_0",0.0157043724513411
"miR-30c_SNAI1_2_1",0.0345533253549398
"miR-30c_SNAI2_2_0",0.0023315315599327
"miR-30c_SNAI2_2_1",0.00596448305133756
"miR-30c_ZEB2_2_0",0.00576897553522753
"miR-30c_ZEB2_2_1",0.0107789122256489
"miR-34a_SNAI1_2_0",0.0120064355835369
"miR-34a_SNAI1_2_1",0.0258776117454909
"miR-34a_SNAI2_2_0",0.00314433423206678
"miR-34a_SNAI2_2_1",0.0215626545455182
"miR-34a_TWIST2_2_0",0.00439324652577459
"miR-34a_TWIST2_2_1",0.155811656264629
"miR-34a_ZEB1_2_0",0.013625889429267
"miR-34a_ZEB1_2_1",0.02112930267608
"miR-9_CDH1_2_0",0.00262496041430039
"miR-9_CDH1_2_1",0.00335021951529293
"miR-9_ZEB2_2_0",0.00652329223008054
"miR-9_ZEB2_2_1",0.0123288781820004
"NP63_GRHL2_1_0",0.0449912573441485
"NP63_GRHL2_1_2",0.0964865913915673
"NP63_miR-205_1_0",0.202456045241123
"NP63_miR-205_1_2",0.67795
"NP63_SNAI2_1_0",0.00300814569273141
"NP63_SNAI2_1_2",0.00786001774842601
"OVOL2_CDH1_1_0",0.0015917590115736
"OVOL2_CDH1_1_2",0.0022527480421291
"OVOL2_NP63_2_0",0.0899688508610337
"OVOL2_NP63_2_1",0.0933406675610934
"OVOL2_OVOL2_2_0",0.14558209555171
"OVOL2_OVOL2_2_1",0.144857918254002
"OVOL2_SNAI2_2_0",0.0025175770178939
"OVOL2_SNAI2_2_1",0.0152714084929671
"OVOL2_TGF-beta_2_0",0.00559476850886214
"OVOL2_TGF-beta_2_1",0.00772604086297934
"OVOL2_VIM_2_0",0.0188357631195584
"OVOL2_VIM_2_1",0.0184652286249694
"OVOL2_ZEB1_2_0",0.00282860041408854
"OVOL2_ZEB1_2_1",0.010689596496184
"SNAI1_CDH1_2_0",0.0116380906953023
"SNAI1_CDH1_2_1",0.0160664984597733
"SNAI1_FOXC2_1_0",0.0236222034005638
"SNAI1_FOXC2_1_2",0.0777989074561402
"SNAI1_miR-101_2_0",0.00194880697930289
"SNAI1_miR-101_2_1",0.201210187046256
"SNAI1_miR-34a_2_0",0.0277199746089335
"SNAI1_miR-34a_2_1",0.131760671801096
"SNAI1_SNAI1_2_0",0.0023117346983968
"SNAI1_SNAI1_2_1",0.0122725981855909
"SNAI1_SNAI2_1_0",0.00250790190119938
"SNAI1_SNAI2_1_2",0.0223091498069539
"SNAI1_TWIST1_1_0",0.0191233757367996
"SNAI1_TWIST1_1_2",0.0674045163817144
"SNAI1_VIM_1_0",0.0141153247895985
"SNAI1_VIM_1_2",0.0215257800239718
"SNAI1_ZEB1_1_0",0.015685082694118
"SNAI1_ZEB1_1_2",0.0175784859607821
"SNAI1_ZEB2_1_0",0.00704592703269827
"SNAI1_ZEB2_1_2",0.0099250370951732
"SNAI2_CDH1_2_0",0.00955260184127122
"SNAI2_CDH1_2_1",0.0167313712126804
"SNAI2_miR-101_2_0",0.00238194637372591
"SNAI2_miR-101_2_1",0.15202771766875
"SNAI2_miR-200b_2_0",0.0202070757411208
"SNAI2_miR-200b_2_1",0.034079110505219
"SNAI2_SNAI2_1_0",0.001775341875635
"SNAI2_SNAI2_1_2",0.00212351381755186
"SNAI2_TWIST2_1_0",0.0134093132582651
"SNAI2_TWIST2_1_2",0.125434713387507
"SNAI2_VIM_1_0",0.0140497425518243
"SNAI2_VIM_1_2",0.0211220969941109
"TCF3_CDH1_2_0",0.00926330282797346
"TCF3_CDH1_2_1",0.0170461769436965
"TGF-beta_GSC_1_0",0.155994283270088
"TGF-beta_GSC_1_2",0.697383333333333
"TGF-beta_SNAI1_1_0",0.00335221140873148
"TGF-beta_SNAI1_1_2",0.0188469072164141
"TGF-beta_SNAI2_1_0",0.00208987513523546
"TGF-beta_SNAI2_1_2",0.0183032496314236
"TWIST1_CDH1_2_0",0.011006031794494
"TWIST1_CDH1_2_1",0.0165805928787444
"TWIST1_FOXC2_1_0",0.0192631466582127
"TWIST1_FOXC2_1_2",0.0743165607669218
"TWIST1_SNAI1_1_0",0.0207933601759363
"TWIST1_SNAI1_1_2",0.0245279349730394
"TWIST1_SNAI2_1_0",0.00245051353375198
"TWIST1_SNAI2_1_2",0.0191473029675592
"TWIST1_TCF3_1_0",0.219616231496406
"TWIST1_TCF3_1_2",0.707016666666666
"TWIST1_VIM_1_0",0.0143530577956037
"TWIST1_VIM_1_2",0.02080538205883
"TWIST1_ZEB1_1_0",0.0149814132941227
"TWIST1_ZEB1_1_2",0.0149738966474262
"TWIST1_ZEB2_1_0",0.00639500170596813
"TWIST1_ZEB2_1_2",0.00889886313010451
"TWIST2_CDH1_2_0",0.0101844045408307
"TWIST2_CDH1_2_1",0.0167284919500408
"TWIST2_SNAI1_1_0",0.0212659840144931
"TWIST2_SNAI1_1_2",0.027272831643307
"TWIST2_SNAI2_1_0",0.00311557855457571
"TWIST2_SNAI2_1_2",0.00808122661413352
"TWIST2_TWIST1_1_0",0.00976718652311697
"TWIST2_TWIST1_1_2",0.0550947449596576
"TWIST2_ZEB1_1_0",0.0157817286926175
"TWIST2_ZEB1_1_2",0.0168618834935939
"TWIST2_ZEB2_1_0",0.00737051968392549
"TWIST2_ZEB2_1_2",0.010692625198984
"wild",0
"ZEB1_CDH1_2_0",0.00245108117276683
"ZEB1_CDH1_2_1",0.00209499906404807
