"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,0.914198651154725,-0.994386964247172,0.914198651154725,-0.914198651154725,-0.997995215201401,-0.914198651154725,0.914198651154725,-0.994386964247172,-0.997594258241681,-0.994386964247172,-0.914198651154725,-0.994386964247172,-0.994386964247172,-0.964916350977753,-0.914198651154725,-0.935448097627402,0.997995215201401,0.914198651154725,0.914198651154725,0.935647479318767,0.913798831011935,-0.914198651154725,0.188481857218489,0.962111010314984,0.00105121137102384
"CLDN7",0.914198651154725,1,-0.908584715180276,1,-1,-0.912193899791237,-1,1,-0.908584715180276,-0.91660435279091,-0.908584715180276,-1,-0.908584715180276,-0.908584715180276,-0.949281511966626,-1,-0.977547171900931,0.912193899791237,1,1,0.978549852432864,0.999599137935623,-1,0.156016240399888,0.940860731012507,0.0383495670029745
"FOXC2",-0.994386964247172,-0.908584715180276,1,-0.908584715180276,0.908584715180276,0.996391734704723,0.908584715180276,-0.908584715180276,1,0.99198123969811,1,0.908584715180276,1,1,0.959303415804895,0.908584715180276,0.931037160083465,-0.996391734704723,-0.908584715180276,-0.908584715180276,-0.930034149719321,-0.908986484921482,0.908584715180276,-0.190089839786357,-0.967723766922109,-0.00306033820958615
"GRHL2",0.914198651154725,1,-0.908584715180276,1,-1,-0.912193899791237,-1,1,-0.908584715180276,-0.91660435279091,-0.908584715180276,-1,-0.908584715180276,-0.908584715180276,-0.949281511966626,-1,-0.977547171900931,0.912193899791237,1,1,0.978549852432864,0.999599137935623,-1,0.156016240399888,0.940860731012507,0.0383495670029745
"GSC",-0.914198651154725,-1,0.908584715180276,-1,1,0.912193899791237,1,-1,0.908584715180276,0.91660435279091,0.908584715180276,1,0.908584715180276,0.908584715180276,0.949281511966626,1,0.977547171900931,-0.912193899791237,-1,-1,-0.978549852432864,-0.999599137935623,1,-0.156016240399888,-0.940860731012507,-0.0383495670029745
"KLF8",-0.997995215201401,-0.912193899791237,0.996391734704723,-0.912193899791237,0.912193899791237,1,0.912193899791237,-0.912193899791237,0.996391734704723,0.995589473443082,0.996391734704723,0.912193899791237,0.996391734704723,0.996391734704723,0.962911569885296,0.912193899791237,0.933443340221548,-1,-0.912193899791237,-0.912193899791237,-0.933642712245014,-0.911794085368504,0.912193899791237,-0.186477111575057,-0.96411577086289,-0.00305593953233297
"NP63",-0.914198651154725,-1,0.908584715180276,-1,1,0.912193899791237,1,-1,0.908584715180276,0.91660435279091,0.908584715180276,1,0.908584715180276,0.908584715180276,0.949281511966626,1,0.977547171900931,-0.912193899791237,-1,-1,-0.978549852432864,-0.999599137935623,1,-0.156016240399888,-0.940860731012507,-0.0383495670029745
"OVOL2",0.914198651154725,1,-0.908584715180276,1,-1,-0.912193899791237,-1,1,-0.908584715180276,-0.91660435279091,-0.908584715180276,-1,-0.908584715180276,-0.908584715180276,-0.949281511966626,-1,-0.977547171900931,0.912193899791237,1,1,0.978549852432864,0.999599137935623,-1,0.156016240399888,0.940860731012507,0.0383495670029745
"SNAI1",-0.994386964247172,-0.908584715180276,1,-0.908584715180276,0.908584715180276,0.996391734704723,0.908584715180276,-0.908584715180276,1,0.99198123969811,1,0.908584715180276,1,1,0.959303415804895,0.908584715180276,0.931037160083465,-0.996391734704723,-0.908584715180276,-0.908584715180276,-0.930034149719321,-0.908986484921482,0.908584715180276,-0.190089839786357,-0.967723766922109,-0.00306033820958615
"SNAI2",-0.997594258241681,-0.91660435279091,0.99198123969811,-0.91660435279091,0.91660435279091,0.995589473443082,0.91660435279091,-0.91660435279091,0.99198123969811,1,0.99198123969811,0.91660435279091,0.99198123969811,0.99198123969811,0.9673220882887,0.91660435279091,0.937051903552085,-0.995589473443082,-0.91660435279091,-0.91660435279091,-0.938053199807271,-0.916204525784053,0.91660435279091,-0.190887551990606,-0.959705297657497,-0.00265499390007115
