states,Avg0,SD0,frust0,Avg1,SD1,frust1,Avg2,SD2,frust2
'11010001000000000111110111',0.022333333333333334,0.00020548046676563132,0.08,,,,0.13033333333333333,0.0036371539545211533,0.08
'11010001000000000111110110',0.020433333333333335,0.001096458946893235,0.08,,,,0.12430000000000001,0.0015895492023421803,0.08
'11010001000000000111110010',0.01846666666666667,0.0011323525167642023,0.11,,,,0.07843333333333334,0.001532608524343023,0.11
'00101110111111111000001100',0.017933333333333332,0.0008379870059984364,0.11,,,,0.08816666666666667,0.0036169354738814765,0.11
'11010001000000000111110011',0.016333333333333335,0.0007760297817881873,0.11,,,,0.08760000000000001,0.0018832595855767349,0.11
'00101110111111111000001101',0.018233333333333334,0.0010370899457402684,0.11,,,,0.07866666666666666,0.002503774927761854,0.11
'00101110111111111000001001',0.02236666666666667,0.00030912061651652324,0.08,,,,0.12096666666666667,0.003600308628745906,0.08
'00101110111111111000001000',0.022133333333333335,0.0009877021593352703,0.08,,,,0.13143333333333332,0.00631893099257215,0.08
'10001010010100111100001010',0.0004333333333333333,4.714045207910316e-5,0.35,,,,0.014033333333333333,0.001438363267359428,0.35
'11110001101011000111110000',0.00023333333333333336,0.00012472191289246472,0.34,,,,0.003566666666666667,0.0007318166133366716,0.34
'01110101111011000011110001',0.0006,0.00016329931618554522,0.34,,,,0.026033333333333335,0.0016819301082057158,0.34
'01110101101011000011110101',0.0004333333333333333,0.00020548046676563254,0.35,,,,0.014566666666666667,0.0010208928554075703,0.35
'10001010000100111100001110',0.0003,8.164965809277261e-5,0.34,,,,0.02606666666666667,0.001309792180292566,0.34
'00001110010100111000001111',0.0002,8.16496580927726e-5,0.34,,,,0.003833333333333333,4.714045207910309e-5,0.34
'11000000000000000111110111',0.022099999999999998,0.0015253414918196741,0.15,0.07013333333333333,0.0021761331658599246,0.15,,,
'11010011000000000111111011',0.04816666666666667,0.0031116269413639886,0.09,0.052833333333333336,0.0018856180831641283,0.09,,,
'11010011000000000111111110',0.0711,0.0010708252269472634,0.06,0.0668,0.0040099875311526804,0.06,,,
'11010011000000000111111111',0.07433333333333333,0.001302134998974975,0.06,0.06883333333333333,0.0020368821489936237,0.06,,,
'00101100111111111000000000',0.07263333333333334,0.0022691163233489998,0.06,0.0667,0.0014719601443879758,0.06,,,
'00111111111111111000001000',0.022333333333333334,0.0006128258770283404,0.15,0.07273333333333333,0.0018926759422104543,0.15,,,
'11010011000000000111111010',0.04736666666666667,0.0015107025591499553,0.09,0.05303333333333333,0.0015107025591499527,0.09,,,
'00101100111111111000000100',0.048966666666666665,0.0012391753530294053,0.09,0.0525,0.0028296053906272274,0.09,,,
'00111111111111111000001001',0.0207,0.0009899494936611661,0.15,0.07093333333333333,0.0013097921802925645,0.15,,,
'00101100111111111000000101',0.046033333333333336,0.0014704496666741848,0.09,0.05386666666666667,0.0011897712198383175,0.09,,,
'00111111111111111000001101',0.014833333333333332,0.0013274871834493254,0.18,0.05883333333333333,0.0007760297817881873,0.18,,,
'00101100111111111000000001',0.06999999999999999,0.0020607442021431653,0.06,0.0665,0.0027604347483684492,0.06,,,
'00111111111111111000001100',0.014833333333333332,0.0009463379711052266,0.18,0.05803333333333333,0.0013274871834493248,0.18,,,
'11000000000000000111110110',0.020100000000000003,0.0006976149845485452,0.15,0.07023333333333333,0.001721110752456745,0.15,,,
