"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,0.874242634273412,-0.99879468332044,0.282281804234794,-0.874242634273412,-0.999196406045687,-0.018389875416465,0.579530412900871,-0.99879468332044,-0.9993973262951,-0.99879468332044,-0.874242634273412,-0.99879468332044,-0.99879468332044,-0.911414854608661,-0.874242634273412,-0.911213049784053,0.999196406045687,0.874242634273412,0.879065500060882,0.911414854608661,0.879264317653601,-0.018389875416465,0.199226676091449,0.959222279232683,-0.0015556259663434
"CLDN7",0.874242634273412,1,-0.873037479256569,0.408033774726215,-1,-0.873439059937078,0.0808448513075167,0.705295661111254,-0.873037479256569,-0.8748452598942,-0.873037479256569,-1,-0.873037479256569,-0.873037479256569,-0.962837916931823,-1,-0.962636618102732,0.873439059937078,1,0.995178773604257,0.962837916931823,0.994977791836931,0.0808448513075167,0.132522535543581,0.912614177159666,0.0185101695088843
"FOXC2",-0.99879468332044,-0.873037479256569,1,-0.281076198099961,0.873037479256569,0.999598281587659,0.0179884921083718,-0.578323592718403,1,0.998192090263193,1,0.873037479256569,1,1,0.910210647833741,0.873037479256569,0.910410541574603,-0.999598281587659,-0.873037479256569,-0.877860537658762,-0.910210647833741,-0.878059106149296,0.0179884921083718,-0.198827551565745,-0.96042855051387,0.000747411449514183
"GRHL2",0.282281804234794,0.408033774726215,-0.281076198099961,1,-0.408033774726215,-0.281478271626476,0.672796870004577,0.702722844549365,-0.281076198099961,-0.282884619575286,-0.281076198099961,-0.408033774726215,-0.281076198099961,-0.281076198099961,-0.37087260060671,-0.408033774726215,-0.370671521196423,0.281478271626476,0.408033774726215,0.403212739046011,0.37087260060671,0.403011821346015,0.672796870004577,0.0230170087826781,0.320652364365594,-0.00466845839977935
"GSC",-0.874242634273412,-1,0.873037479256569,-0.408033774726215,1,0.873439059937078,-0.0808448513075167,-0.705295661111254,0.873037479256569,0.8748452598942,0.873037479256569,1,0.873037479256569,0.873037479256569,0.962837916931823,1,0.962636618102732,-0.873439059937078,-1,-0.995178773604258,-0.962837916931823,-0.99497779183693,-0.0808448513075167,-0.132522535543581,-0.912614177159666,-0.0185101695088843
"KLF8",-0.999196406045687,-0.873439059937078,0.999598281587659,-0.281478271626476,0.873439059937078,1,0.0183898754164649,-0.578726836748719,0.999598281587659,0.998593734448572,0.999598281587659,0.873439059937078,0.999598281587659,0.999598281587659,0.910611295155093,0.873439059937078,0.91040948880658,-1,-0.873439059937078,-0.878261929258875,-0.910611295155093,-0.878460741501449,0.0183898754164649,-0.198423145525595,-0.960025848316181,0.000752047965934519
"NP63",-0.018389875416465,0.0808448513075167,0.0179884921083718,0.672796870004577,-0.0808448513075167,0.0183898754164649,1,0.375531011680714,0.0179884921083718,0.0189923278268539,0.0179884921083718,-0.0808448513075167,0.0179884921083718,0.0179884921083718,-0.0509146186331914,-0.0808448513075167,-0.0511154468782921,-0.018389875416465,0.0808448513075167,0.0760237694690197,0.0509146186331914,0.0758229752696793,1,-0.00853402178559748,0.0123463943451462,-0.00812740483955491
"OVOL2",0.579530412900871,0.705295661111254,-0.578323592718403,0.702722844549365,-0.705295661111254,-0.578726836748719,0.375531011680714,1,-0.578323592718403,-0.580133853255852,-0.578323592718403,-0.705295661111254,-0.578323592718403,-0.578323592718403,-0.668139315398782,-0.705295661111254,-0.667937416880715,0.578726836748719,0.705295661111254,0.700475800718725,0.668139315398782,0.70027273530633,0.375531011680714,0.0728627990014839,0.617911688309603,0.00666001861901665
"SNAI1",-0.99879468332044,-0.873037479256569,1,-0.281076198099961,0.873037479256569,0.999598281587659,0.0179884921083718,-0.578323592718403,1,0.998192090263193,1,0.873037479256569,1,1,0.910210647833741,0.873037479256569,0.910410541574603,-0.999598281587659,-0.873037479256569,-0.877860537658762,-0.910210647833741,-0.878059106149296,0.0179884921083718,-0.198827551565745,-0.96042855051387,0.000747411449514183
"SNAI2",-0.9993973262951,-0.8748452598942,0.998192090263193,-0.282884619575286,0.8748452598942,0.998593734448572,0.0189923278268539,-0.580133853255852,0.998192090263193,1,0.998192090263193,0.8748452598942,0.998192090263193,0.998192090263193,0.912017008362694,0.8748452598942,0.911815245565349,-0.998593734448572,-0.8748452598942,-0.879668029667056,-0.912017008362694,-0.879866971821909,0.0189923278268539,-0.199828013050175,-0.95861920648271,0.000955260224317449
