"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
79,26.0666666666667,8,3.66666666666667,4,"CDH1_SNAI2_2_0"
79,26.0666666666667,9,4,5,"CDH1_SNAI2_2_1"
79,26.0666666666667,8,3.66666666666667,4,"CLDN7_CDH1_1_0"
79,26.0666666666667,9,4,5,"CLDN7_CDH1_1_2"
79,26.0666666666667,8,3.66666666666667,4,"FOXC2_ZEB1_1_0"
79,26.0666666666667,9,4,5,"FOXC2_ZEB1_1_2"
80,26.4,7,3.33333333333333,4,"GRHL2_NP63_1_0"
81,26.7333333333333,7,3.33333333333333,4,"GRHL2_NP63_1_2"
76,25.0666666666667,14,5,4,"GRHL2_OVOL2_1_0"
78,25.7333333333333,10,4.33333333333333,7,"GRHL2_OVOL2_1_2"
78,25.7333333333333,8,3.66666666666667,4,"GRHL2_ZEB1_2_0"
78,25.7333333333333,10,4.33333333333333,5,"GRHL2_ZEB1_2_1"
79,26.0666666666667,8,3.66666666666667,4,"GSC_FOXC2_1_0"
79,26.0666666666667,9,4,5,"GSC_FOXC2_1_2"
79,25.9,8,3.66666666666667,4,"GSC_SNAI1_1_0"
77,25.4,11,4.66666666666667,5,"GSC_SNAI1_1_2"
86,27.4333333333333,6,3.16666666666667,4,"GSC_TWIST1_1_0"
72,24.0833333333333,16,5.98333333333333,5,"GSC_TWIST1_1_2"
79,25.5666666666667,8,3.66666666666667,4,"GSC_ZEB1_1_0"
69,23.5666666666667,19,6.5,6,"GSC_ZEB1_1_2"
79,25.7166666666667,8,3.64285714285714,4,"GSC_ZEB2_1_0"
73,24.4833333333333,15,5.58333333333333,5,"GSC_ZEB2_1_2"
79,26.15,8,3.66666666666667,4,"KLF8_CDH1_2_0"
79,26.15,9,3.91666666666667,4,"KLF8_CDH1_2_1"
79,26.15,8,3.66666666666667,4,"miR-101_KLF8_2_0"
79,26.15,9,3.91666666666667,4,"miR-101_KLF8_2_1"
79,26.0666666666667,8,3.66666666666667,4,"miR-101_SNAI1_2_0"
79,26.0666666666667,9,4,5,"miR-101_SNAI1_2_1"
79,26.15,8,3.66666666666667,4,"miR-101_ZEB1_2_0"
79,26.15,9,3.91666666666667,5,"miR-101_ZEB1_2_1"
79,26.15,8,3.66666666666667,4,"miR-101_ZEB2_2_0"
75,24.9833333333333,13,5.08333333333333,5,"miR-101_ZEB2_2_1"
79,26.15,8,3.66666666666667,4,"miR-141_TGF-beta_2_0"
77,25.65,11,4.41666666666667,5,"miR-141_TGF-beta_2_1"
79,26.15,8,3.66666666666667,4,"miR-141_ZEB1_2_0"
79,26.15,9,3.91666666666667,5,"miR-141_ZEB1_2_1"
79,26.15,8,3.66666666666667,4,"miR-141_ZEB2_2_0"
79,26.15,9,3.91666666666667,5,"miR-141_ZEB2_2_1"
80,26.4,8,3.66666666666667,4,"miR-200a_TGF-beta_2_0"
76,25.4,12,4.66666666666667,5,"miR-200a_TGF-beta_2_1"
79,26.15,8,3.66666666666667,4,"miR-200a_ZEB1_2_0"
79,26.15,9,3.91666666666667,5,"miR-200a_ZEB1_2_1"
79,26.15,8,3.66666666666667,4,"miR-200a_ZEB2_2_0"
79,26.15,9,3.91666666666667,5,"miR-200a_ZEB2_2_1"
81,26.5666666666667,8,3.66666666666667,4,"miR-200b_TGF-beta_2_0"
75,25.0666666666667,13,5,6,"miR-200b_TGF-beta_2_1"
79,26.15,8,3.66666666666667,4,"miR-200b_ZEB1_2_0"
79,26.15,9,3.91666666666667,5,"miR-200b_ZEB1_2_1"
79,26.15,8,3.66666666666667,4,"miR-200b_ZEB2_2_0"
79,26.15,9,3.91666666666667,5,"miR-200b_ZEB2_2_1"
80,26.4,8,3.66666666666667,4,"miR-200c_TGF-beta_2_0"
76,25.4,12,4.66666666666667,5,"miR-200c_TGF-beta_2_1"
79,26.15,8,3.66666666666667,4,"miR-200c_ZEB1_2_0"
79,26.15,9,3.91666666666667,5,"miR-200c_ZEB1_2_1"
79,26.15,8,3.66666666666667,4,"miR-200c_ZEB2_2_0"
79,26.15,9,3.91666666666667,5,"miR-200c_ZEB2_2_1"
80,26.4,6,3.16666666666667,4,"miR-205_ZEB1_2_0"
82,26.9,6,3.16666666666667,4,"miR-205_ZEB1_2_1"
80,26.4,7,3.5,4,"miR-205_ZEB2_2_0"
81,26.5666666666667,7,3.5,4,"miR-205_ZEB2_2_1"
79,26.0666666666667,8,3.66666666666667,4,"miR-30c_SNAI1_2_0"
79,26.0666666666667,9,4,5,"miR-30c_SNAI1_2_1"
79,26.15,8,3.66666666666667,4,"miR-30c_SNAI2_2_0"
79,26.15,9,3.91666666666667,5,"miR-30c_SNAI2_2_1"
79,26.15,8,3.66666666666667,4,"miR-30c_ZEB2_2_0"
78,25.8166666666667,10,4.25,5,"miR-30c_ZEB2_2_1"
78,25.7333333333333,8,3.66666666666667,4,"miR-34a_SNAI1_2_0"
78,25.7333333333333,10,4.33333333333333,5,"miR-34a_SNAI1_2_1"
78,25.9,8,3.66666666666667,4,"miR-34a_SNAI2_2_0"
78,25.9,10,4.16666666666667,5,"miR-34a_SNAI2_2_1"
78,25.7333333333333,8,3.66666666666667,4,"miR-34a_TWIST2_2_0"
78,25.7333333333333,10,4.33333333333333,5,"miR-34a_TWIST2_2_1"
76,25.15,8,3.66666666666667,4,"miR-34a_ZEB1_2_0"
76,25.15,12,4.91666666666667,5,"miR-34a_ZEB1_2_1"
80,26.4,7,3.33333333333333,3,"miR-9_CDH1_2_0"
81,26.7333333333333,7,3.33333333333333,3,"miR-9_CDH1_2_1"
80,26.4,7,3.33333333333333,3,"miR-9_ZEB2_2_0"
81,26.7333333333333,7,3.33333333333333,3,"miR-9_ZEB2_2_1"
80,26.4,7,3.33333333333333,4,"NP63_GRHL2_1_0"
81,26.7333333333333,7,3.33333333333333,4,"NP63_GRHL2_1_2"
81,26.65,5,3,4,"NP63_miR-205_1_0"
83,27.0666666666667,5,3,4,"NP63_miR-205_1_2"
79,26.0666666666667,8,3.66666666666667,4,"NP63_SNAI2_1_0"
79,26.0666666666667,9,4,4,"NP63_SNAI2_1_2"
79,26.2,8,3.66666666666667,4,"OVOL2_CDH1_1_0"
79,26.2,9,3.86666666666667,5,"OVOL2_CDH1_1_2"
85,27.352380952381,5,2.83333333333333,4,"OVOL2_NP63_2_0"
84,27.4,4,2.66666666666667,4,"OVOL2_NP63_2_1"
80,26.4,7,2.66666666666667,3,"OVOL2_OVOL2_2_0"
81,27.4,7,2.66666666666667,3,"OVOL2_OVOL2_2_1"
79,25.9833333333333,8,3.66666666666667,4,"OVOL2_SNAI2_2_0"
78,25.7333333333333,10,4.33333333333333,5,"OVOL2_SNAI2_2_1"
76,25.0833333333333,10,4.1,5,"OVOL2_TGF-beta_2_0"
76,25.3333333333333,12,4.73333333333333,5,"OVOL2_TGF-beta_2_1"
79,26.2,8,3.66666666666667,4,"OVOL2_VIM_2_0"
79,26.2,9,3.86666666666667,5,"OVOL2_VIM_2_1"
77,25.4833333333333,7,3.41666666666667,4,"OVOL2_ZEB1_2_0"
78,25.7333333333333,10,4.33333333333333,6,"OVOL2_ZEB1_2_1"
78,25.7333333333333,8,3.66666666666667,4,"SNAI1_CDH1_2_0"
78,25.7333333333333,10,4.33333333333333,5,"SNAI1_CDH1_2_1"
78,25.7333333333333,8,3.66666666666667,4,"SNAI1_FOXC2_1_0"
78,25.7333333333333,10,4.33333333333333,5,"SNAI1_FOXC2_1_2"
79,26.0666666666667,8,3.66666666666667,4,"SNAI1_miR-101_2_0"
79,26.0666666666667,9,4,5,"SNAI1_miR-101_2_1"
78,25.7333333333333,8,3.66666666666667,4,"SNAI1_miR-34a_2_0"
78,25.7333333333333,10,4.33333333333333,5,"SNAI1_miR-34a_2_1"
80,26.4,7,2.66666666666667,3,"SNAI1_SNAI1_2_0"
81,27.4,7,2.66666666666667,3,"SNAI1_SNAI1_2_1"
