"","Ecadherin","Iext","KEAP1","NRF2","SNAIL","ZEB","miR200","miR34"
"Ecadherin",1,-0.0121583561721397,-0.00608863140026828,-0.389197438635505,-0.0101026070750777,-1,0.696671601522471,0.457473299510157
"Iext",-0.0121583561721397,1,0.00873843866704917,-0.0093432919875344,0.611369171562026,0.0121583561721397,-0.166851311942082,-0.163997004179835
"KEAP1",-0.00608863140026828,0.00873843866704917,1,-0.604721836574343,0.256729738760117,0.00608863140026828,-0.0517567607040752,-0.0633998579566763
"NRF2",-0.389197438635505,-0.0093432919875344,-0.604721836574343,1,-0.397970713194701,0.389197438635505,-0.151203914888057,-0.0493944657347694
"SNAIL",-0.0101026070750777,0.611369171562026,0.256729738760117,-0.397970713194701,1,0.0101026070750777,-0.313424012850017,-0.552636917112568
"ZEB",-1,0.0121583561721397,0.00608863140026828,0.389197438635505,0.0101026070750777,1,-0.696671601522471,-0.457473299510157
"miR200",0.696671601522471,-0.166851311942082,-0.0517567607040752,-0.151203914888057,-0.313424012850017,-0.696671601522471,1,0.558853745576371
"miR34",0.457473299510157,-0.163997004179835,-0.0633998579566763,-0.0493944657347694,-0.552636917112568,-0.457473299510157,0.558853745576371,1
