"","Ecadherin","Iext","KEAP1","NRF2","SNAIL","ZEB","miR200","miR34"
"Ecadherin",1,-0.0247482627470056,-0.624791119072173,-0.263572036159201,0.0382906793450271,-1,0.624791119072173,-0.0382906793450271
"Iext",-0.0247482627470056,1,0.164218314601898,-0.0312740705420729,0.546766267046293,0.0247482627470056,-0.164218314601898,-0.546766267046293
"KEAP1",-0.624791119072173,0.164218314601898,1,-0.111636075989516,0.336905539192181,0.624791119072173,-1,-0.336905539192181
"NRF2",-0.263572036159201,-0.0312740705420729,-0.111636075989516,1,-0.484532922491773,0.263572036159201,0.111636075989516,0.484532922491773
"SNAIL",0.0382906793450271,0.546766267046293,0.336905539192181,-0.484532922491773,1,-0.0382906793450271,-0.336905539192181,-1
"ZEB",-1,0.0247482627470056,0.624791119072173,0.263572036159201,-0.0382906793450271,1,-0.624791119072173,0.0382906793450271
"miR200",0.624791119072173,-0.164218314601898,-1,0.111636075989516,-0.336905539192181,-0.624791119072173,1,0.336905539192181
"miR34",-0.0382906793450271,-0.546766267046293,-0.336905539192181,0.484532922491773,-1,0.0382906793450271,0.336905539192181,1
