states,coherence
'10010011',0.47
'10101000',0.45
'00101100',0.36
'00010111',0.48
'01101100',0.42
'11101000',0.5
'11010011',0.34
'01010111',0.42
'01011110',0.55
'10100001',0.55
'00010110',0.55
'11101001',0.58
'01111100',0.38
'10000011',0.38
