states,coherence
'10010011',0.62
'11010011',0.59
'00101100',0.58
'10001010',0.25
'00110101',0.26
'01101100',0.62
'11001010',0.23
'01110101',0.23
'10000011',0.56
'00110100',0.3
'01111100',0.57
'11011010',0.26
'11001011',0.32
'00100101',0.27
