states,coherence
'10010011',0.78
'01101100',0.83
'00010111',0.16
'11010011',0.77
'00101100',0.75
'01010111',0.18
'10101000',0.16
'11101000',0.14
'11111000',0.22
'11011010',0.43
'00100101',0.44
'00000111',0.22
'11101001',0.2
'00010110',0.19
