states,coherence
'00110101',0.44
'10010011',0.57
'01101100',0.56
'11101000',0.5
'11001010',0.42
'00010111',0.52
'00101100',0.45
'11010011',0.42
'10001010',0.31
'01010111',0.36
'10101000',0.4
'01110101',0.3
'10000011',0.52
'01111100',0.52
'00100101',0.31
'11011010',0.3
