"Network","JSD"
"Ecadherin_NRF2_2_0",0.299554804414277
"Ecadherin_NRF2_2_1",0.331696474521615
"Ecadherin_ZEB_2_0",0.0900045450945278
"Ecadherin_ZEB_2_1",0.0933201854733821
"Iext_SNAIL_1_0",0.231749879399729
"Iext_SNAIL_1_2",0.476981247222883
"KEAP1_NRF2_2_0",0.227844699086833
"KEAP1_NRF2_2_1",0.249408899033588
"miR200_KEAP1_2_0",0.309411773541267
"miR200_KEAP1_2_1",1
"miR200_ZEB_2_0",0.00195482705150639
"miR200_ZEB_2_1",0.00497476184471559
"miR34_SNAIL_2_0",0.24732715123669
"miR34_SNAIL_2_1",0.491730110847159
"NRF2_SNAIL_2_0",0.213715963600712
"NRF2_SNAIL_2_1",0.40389654997085
"SNAIL_miR200_2_0",0.0933847808636122
"SNAIL_miR200_2_1",0.184864024798586
"SNAIL_miR34_2_0",0.15555224465107
"SNAIL_miR34_2_1",0.2020979959889
"SNAIL_SNAIL_2_0",0.000310043808745525
"SNAIL_SNAIL_2_1",0.156022560753991
"SNAIL_ZEB_1_0",0.000858570171921268
"SNAIL_ZEB_1_2",0.00287170042464818
"wild",0
"ZEB_Ecadherin_2_0",0.227575787463034
"ZEB_Ecadherin_2_1",1
"ZEB_miR200_2_0",0.209546840355877
"ZEB_miR200_2_1",0.357648569544798
"ZEB_miR34_2_0",0.133544579793823
"ZEB_miR34_2_1",0.230125882772119
"ZEB_ZEB_1_0",0.0886472158180184
"ZEB_ZEB_1_2",0.0889148997675761
