states,coherence
'10010011',0.51
'11001010',0.28
'01101100',0.5
'11101000',0.41
'00010111',0.42
'00110101',0.29
'11010011',0.48
'10101000',0.37
'01010111',0.36
'00101100',0.45
'01110101',0.27
'10001010',0.32
'01111100',0.48
'10000011',0.5
'11001011',0.35
'00010110',0.4
'00110100',0.35
'11101001',0.4
'11011010',0.29
'00100101',0.28
