"Net","JSD"
"Ecadherin_NRF2_2_0",1
"Ecadherin_ZEB_2_0",1
"Iext_SNAIL_1_0",0.794333333333333
"KEAP1_NRF2_2_0",1
"miR200_KEAP1_2_0",1
"miR200_ZEB_2_0",1
"miR34_SNAIL_2_0",0.754416666666667
"NRF2_SNAIL_2_0",0.840116666666667
"SNAIL_miR200_2_0",1
"SNAIL_miR34_2_0",1
"SNAIL_SNAIL_2_0",1
"SNAIL_ZEB_1_0",1
"wild",1
"ZEB_Ecadherin_2_0",1
"ZEB_miR200_2_0",1
"ZEB_miR34_2_0",1
"ZEB_ZEB_1_0",1
