"","Ecadherin","Iext","KEAP1","NRF2","SNAIL","ZEB","miR200","miR34"
"Ecadherin",1,-0.026318596508236,-0.774886884622234,-0.233019254613935,-0.395112694243099,-1,0.774886884622234,1
"Iext",-0.026318596508236,1,0.251431859994664,-0.00310560237264984,0.63121107162453,0.026318596508236,-0.251431859994664,-0.026318596508236
"KEAP1",-0.774886884622234,0.251431859994664,1,0.00790591951769955,0.620227481327167,0.774886884622234,-1,-0.774886884622234
"NRF2",-0.233019254613935,-0.00310560237264984,0.00790591951769955,1,-0.371898383007768,0.233019254613935,-0.00790591951769955,-0.233019254613935
"SNAIL",-0.395112694243099,0.63121107162453,0.620227481327167,-0.371898383007768,1,0.395112694243099,-0.620227481327167,-0.395112694243099
"ZEB",-1,0.026318596508236,0.774886884622234,0.233019254613935,0.395112694243099,1,-0.774886884622234,-1
"miR200",0.774886884622234,-0.251431859994664,-1,-0.00790591951769955,-0.620227481327167,-0.774886884622234,1,0.774886884622234
"miR34",1,-0.026318596508236,-0.774886884622234,-0.233019254613935,-0.395112694243099,-1,0.774886884622234,1
