"","Ecadherin","Iext","KEAP1","NRF2","SNAIL","ZEB","miR200","miR34"
"Ecadherin",1,-0.00730723419070263,-0.68212048708282,-0.25012572631751,-0.0353374656874595,-1,0.68212048708282,0.408874855378222
"Iext",-0.00730723419070263,1,0.160243472572304,-0.0179162778336828,0.546394368045767,0.00730723419070263,-0.160243472572304,-0.172854881578528
"KEAP1",-0.68212048708282,0.160243472572304,1,-0.0677620468394458,0.353211070022476,0.68212048708282,-1,-0.509754498866037
"NRF2",-0.25012572631751,-0.0179162778336828,-0.0677620468394458,1,-0.471529595775014,0.25012572631751,0.0677620468394458,0.0979897200894824
"SNAIL",-0.0353374656874595,0.546394368045767,0.353211070022476,-0.471529595775014,1,0.0353374656874595,-0.353211070022476,-0.626458955146789
"ZEB",-1,0.00730723419070263,0.68212048708282,0.25012572631751,0.0353374656874595,1,-0.68212048708282,-0.408874855378222
"miR200",0.68212048708282,-0.160243472572304,-1,0.0677620468394458,-0.353211070022476,-0.68212048708282,1,0.509754498866037
"miR34",0.408874855378222,-0.172854881578528,-0.509754498866037,0.0979897200894824,-0.626458955146789,-0.408874855378222,0.509754498866037,1
