"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
6,2.58333333333333,1,1,1,"Ecadherin_NRF2_2_0"
8,3.08333333333333,1,1,1,"Ecadherin_NRF2_2_1"
6,2.58333333333333,2,1.25,2,"Ecadherin_ZEB_2_0"
7,2.83333333333333,2,1.25,2,"Ecadherin_ZEB_2_1"
6,2.58333333333333,3,1.5,2,"Iext_SNAIL_1_0"
6,2.58333333333333,3,1.5,2,"Iext_SNAIL_1_2"
5,2.33333333333333,3,1.5,2,"KEAP1_NRF2_2_0"
5,2.33333333333333,4,1.75,2,"KEAP1_NRF2_2_1"
5,2.33333333333333,3,1.5,2,"miR200_KEAP1_2_0"
5,2.33333333333333,4,1.75,2,"miR200_KEAP1_2_1"
5,2.25,3,1.5,2,"miR200_ZEB_2_0"
5,2.25,4,1.83333333333333,2,"miR200_ZEB_2_1"
5,2.25,3,1.5,2,"miR34_SNAIL_2_0"
5,2.25,4,1.83333333333333,2,"miR34_SNAIL_2_1"
5,2.33333333333333,5,1.8,2,"NRF2_SNAIL_2_0"
7,2.83333333333333,2,1.25,2,"NRF2_SNAIL_2_1"
5,2.06666666666667,3,1.5,2,"SNAIL_miR200_2_0"
3,1.66666666666667,6,2.41666666666667,3,"SNAIL_miR200_2_1"
5,2.25,3,1.5,2,"SNAIL_miR34_2_0"
5,2.25,4,1.83333333333333,2,"SNAIL_miR34_2_1"
6,2.58333333333333,2,0.5,1,"SNAIL_SNAIL_2_0"
7,3.58333333333333,2,0.5,1,"SNAIL_SNAIL_2_1"
2,1.25,9,2.6,2,"SNAIL_ZEB_1_0"
4,1.75,5,2.33333333333333,2,"SNAIL_ZEB_1_2"
6,2.58333333333333,3,1.5,2,"wild"
6,2.58333333333333,2,1.25,2,"ZEB_Ecadherin_2_0"
7,2.83333333333333,2,1.25,2,"ZEB_Ecadherin_2_1"
5,2.25,3,1.5,2,"ZEB_miR200_2_0"
5,2.25,4,1.83333333333333,2,"ZEB_miR200_2_1"
4,1.91666666666667,3,1.5,2,"ZEB_miR34_2_0"
4,1.91666666666667,5,2.16666666666667,2,"ZEB_miR34_2_1"
5,1.58333333333333,3,1.5,2,"ZEB_ZEB_1_0"
5,1.58333333333333,4,2.5,3,"ZEB_ZEB_1_2"
