states,flag,Avg0,SD0,frust0,Avg1,SD1,frust1,Avg2,SD2,frust2
'11101000',1,0.0617,0.0013735598518691018,0.26666666666666666,0.07283333333333333,0.002389328124994328,0.26666666666666666,0.041800000000000004,0.0018708286933869695,0.26666666666666666
'00110101',1,0.09296666666666666,0.0019482185594936587,0.26666666666666666,0.08896666666666668,0.001020892855407567,0.26666666666666666,0.11373333333333334,0.003340991203553555,0.26666666666666666
'00010111',1,0.0642,0.002084866102814917,0.26666666666666666,0.07186666666666666,0.001172840805717276,0.26666666666666666,0.04293333333333333,0.0017441967269268158,0.26666666666666666
'11001010',1,0.09113333333333333,0.0022231109334044127,0.26666666666666666,0.08796666666666665,0.0009392668535736898,0.26666666666666666,0.11063333333333332,0.0020741798914805398,0.26666666666666666
'01101100',1,0.10146666666666666,0.0014522013940527962,0.13333333333333333,0.09703333333333335,0.001189771219838316,0.13333333333333333,0.0951,0.002772483844257111,0.13333333333333333
'10010011',1,0.09866666666666668,0.002472964932132186,0.13333333333333333,0.1002,0.0018991226044325512,0.13333333333333333,0.0937,0.0020215505600075117,0.13333333333333333
'11010011',1,0.04933333333333334,0.0009463379711052251,0.2,,,,0.09366666666666668,0.0010873004286866778,0.2
'01010111',1,0.029966666666666666,0.0019601587237318874,0.3333333333333333,,,,0.042166666666666665,0.00016996731711975893,0.3333333333333333
'00101100',1,0.051333333333333335,0.0025978623691198296,0.2,,,,0.09446666666666666,0.0024143091949642426,0.2
'01110101',1,0.03476666666666667,0.0014704496666741848,0.3333333333333333,,,,0.11523333333333334,0.00260426999794995,0.3333333333333333
'10101000',1,0.03096666666666667,0.0017461067804945053,0.3333333333333333,,,,0.04066666666666666,0.000262466929133726,0.3333333333333333
'10001010',1,0.034466666666666666,0.003081485933045219,0.3333333333333333,,,,0.1159,0.004102032016777376,0.3333333333333333
'00100101',1,0.03646666666666667,0.0024239545283597118,0.3333333333333333,0.07793333333333334,0.003104119127152749,0.3333333333333333,,,
'01111100',1,0.0948,0.0022686266036231403,0.2,0.16143333333333335,0.0015173075568988101,0.2,,,
'11011010',1,0.03503333333333333,0.0003771236166328231,0.3333333333333333,0.07903333333333333,0.0027402351886086137,0.3333333333333333,,,
'10000011',1,0.09273333333333333,0.0020237478982214063,0.2,0.1627333333333333,0.002536839678725384,0.2,,,
