states,coherence
'00110101',0.44
'11001010',0.44
'01110101',0.39
'10101000',0.22
'10001010',0.41
'01010111',0.22
'11101000',0.2
'00010111',0.21
'10000011',0.79
'01111100',0.72
'00110100',0.5
'11001011',0.5
'00000111',0.14
'11111000',0.18
'00010110',0.23
'11101001',0.24
