states,coherence
'01101100',0.58
'10010011',0.58
'10001010',0.39
'01110101',0.36
'00101100',0.5
'11010011',0.5
'11001010',0.37
'00110101',0.38
'01111100',0.52
'00100101',0.31
'00110100',0.44
'11001011',0.44
'11011010',0.32
'10000011',0.56
