states,coherence
'10000011',0.5
'01010110',0.24
'10011010',0.18
'00100101',0.19
'10101000',0.31
'10001010',0.18
'00111100',0.46
'00010110',0.32
'01100101',0.19
'11010011',0.43
'11101000',0.34
'01110100',0.2
'11000011',0.45
'01110101',0.18
'01101100',0.58
'01111100',0.5
'11011010',0.19
'10010011',0.57
'00110101',0.25
'00010111',0.36
'00101100',0.46
'10101001',0.24
'11101001',0.32
'10001011',0.2
'11001010',0.29
'11001011',0.18
'00110100',0.17
'01010111',0.31
'00100100',0.18
'11011011',0.21
