"","NRF2","miR34","miR200","ZEB","Ecadherin","KEAP1","SNAIL"
"SNAIL",-0.025439799391192,-0.17481734698592,-0.17481734698592,-0.10545487394221,-0.117553549799275,0.184900879205491,0.345206103367862
"KEAP1",-0.125624590428827,-0.170745628063938,-0.170745628063938,-0.102329116666466,-0.119212233549583,0.184143686316365,0.441124653401306
"ZEB",-0.157670425610247,-0.0912542685520487,-0.0912542685520487,-0.0578323846416599,0.0151287915586617,0.114232348672986,0.247315977903747
"miR200",0.249461891746156,0.126628583549964,0.126628583549964,-0.0098290958937315,-0.0413305679251348,-0.197757615808029,-0.275973347051516
"Ecadherin",-0.238687677996838,-0.203438781237243,-0.203438781237243,-0.00726852391448665,0.00937855794998652,0.187662863658363,0.377127135481527
"NRF2",0.0200066129007367,0.184900879205491,0.184900879205491,0.117553549799275,0.102329116666466,-0.170745628063938,-0.440368985895009
"miR34",0.0200066129007367,0.184900879205491,0.184900879205491,0.117553549799275,0.102329116666466,-0.170745628063938,-0.440368985895009
