"","ZEB","SNAIL","Ecadherin","KEAP1","miR34","miR200","NRF2"
"ZEB",-0.0738549541111135,-0.0270702684121415,-0.0231356270972486,-0.0191912671264858,0.023121728199804,0.023121728199804,0.104579020670721
"SNAIL",-0.0445248518221103,-0.0464413204831756,0.0376501919273162,0.0948490265579294,-0.0903740862238006,-0.0903740862238006,-0.0663160339329818
"NRF2",-0.0376501919273162,0.0533283405895457,0.0481545880402269,0.0927181285366205,-0.0948490265579294,-0.0948490265579294,-0.0573586183676367
"miR200",-0.0292077869158833,0.0408644460223704,0.0304835474654417,-0.0586554718135654,-0.032957431412241,-0.032957431412241,-0.0137364186856573
"Ecadherin",-0.0104945035379818,-0.0583590553503139,0.0143722943722944,0.0231005295441951,-0.0168545540129653,-0.0168545540129653,-0.180299050233002
"miR34",0.0376501919273162,-0.0533283405895457,-0.0481545880402269,-0.0927181285366205,0.0948490265579294,0.0948490265579294,0.0573586183676367
"KEAP1",0.0481545880402269,-0.0468631852578916,-0.0359940213342056,-0.0890288081482709,0.0927181285366205,0.0927181285366205,-0.0321544902465955
