"","NRF2","ZEB","miR34","Ecadherin","miR200","KEAP1","SNAIL"
"SNAIL",-0.017564140449596,-0.0887435677957289,-0.00994062095025517,0.105630924951542,0.122481362027632,-0.115381123364148,-0.0605605780899555
"miR200",-0.0475545266915825,-0.0519798044472948,0.0448172532525795,0.071410618971338,0.0377238847093566,-0.124981949225486,-0.0028870494979223
"ZEB",-0.0718656851433221,-0.0516135146328046,-0.0423027440797793,-0.0249313969224446,-0.00557870256950619,0.0192597305362484,0.0897580837324713
"Ecadherin",0.13382429002954,-0.00484279462540332,0.116961013453917,0.0160844710844711,0.00639461775457278,0.00216945178824756,-0.112765897640311
"KEAP1",0.12002087129815,0.0855939050533471,0.00584465425416424,-0.109324719693253,-0.123143680441774,0.11518251539323,-0.0430777657574091
"NRF2",-0.000203847802973733,0.105630924951542,0.0286757044824747,-0.0855939050533471,-0.115381123364148,0.123143680441774,-0.0267049697876358
"miR34",-0.000203847802973733,0.105630924951542,0.0286757044824747,-0.0855939050533471,-0.115381123364148,0.123143680441774,-0.0267049697876358
