"","ZEB","SNAIL","Ecadherin","KEAP1","miR34","miR200","NRF2"
"ZEB",-0.0861510378095676,-0.0577154603969943,-0.0104719807982891,-0.00911419693268182,0.00805599587448077,0.00805599587448077,0.0250761682565937
"KEAP1",-0.0666426476686769,0.0290070871546632,0.0636910538079921,0.0392750593965072,-0.0348090399790315,-0.0348090399790315,-0.142796810057721
"SNAIL",-0.0625000686834791,-0.0648850770946465,0.0613210373031054,0.0297862089288032,-0.0344401468762972,-0.0344401468762972,-0.0534305443216097
"miR34",-0.0613210373031054,0.0324495724611284,0.0666426476686769,0.0348090399790315,-0.0297862089288032,-0.0297862089288032,-0.0532837014434893
"Ecadherin",-0.00965414018209049,0.0310657054896853,0.0111817547531833,0.0792957883225499,-0.0711180677816613,-0.0711180677816613,-0.0908104034125739
"miR200",0.0131445599437413,-0.0544826964912807,-0.0087284657337315,-0.104328374459534,0.0151348260724376,0.0151348260724376,0.137838332000769
"NRF2",0.0613210373031054,-0.0324495724611284,-0.0666426476686769,-0.0348090399790315,0.0297862089288032,0.0297862089288032,0.0532837014434893
