"","NRF2","miR34","miR200","Ecadherin","ZEB","SNAIL","KEAP1"
"miR200",0.368898402781651,0.267445760758589,0.267445760758589,0.21915639261932,-0.217291819508427,-0.138432174095706,-0.36260705108117
"SNAIL",0.0163161603929786,-0.0269519362663893,-0.0269519362663893,0.0809726905929783,-0.0777983753381261,-0.0609159287820927,0.0349471629966995
"KEAP1",-0.0829710741761448,-0.0241404658886326,-0.0241404658886326,0.0824542513947192,-0.076669127427777,0.0428858653583967,0.0387035726847491
"NRF2",-0.0144072029774133,0.0349471629966995,0.0349471629966995,-0.076669127427777,0.0809726905929783,-0.0281923305137283,-0.0241404658886326
"miR34",-0.0144072029774133,0.0349471629966995,0.0349471629966995,-0.076669127427777,0.0809726905929783,-0.0281923305137283,-0.0241404658886326
"ZEB",-0.275127264814248,-0.271738488528222,-0.271738488528222,-0.228120427614594,0.128694744177884,0.174158440232219,0.273099032745909
"Ecadherin",-0.155828132789007,-0.171917361531388,-0.171917361531388,-0.241121893979037,0.23873254811143,0.0230884780216765,0.165800169000802
