"","miR200","Ecadherin","miR34","SNAIL","NRF2","ZEB","KEAP1"
"Ecadherin",0.16869826143988,0.260301206729778,0.211209875773727,0.0128055827046169,-0.211914870770936,-0.260262037125391,-0.168891435940846
"SNAIL",0.0199562623716942,0.134619919126821,0.121706143038399,-0.0975103508099296,-0.0730836210422861,-0.134601780182508,-0.0198369306294508
"KEAP1",0.0199891376309728,0.134691708008505,0.121765808909521,0.00270863279779628,-0.173311309999372,-0.134573644254077,-0.0205716619028175
"ZEB",-0.241903667214012,-0.231449623937208,-0.205668432883751,0.0784142775638283,0.0816606139736306,0.131426651274677,0.241903667214012
"NRF2",-0.0198369306294508,-0.134573644254077,-0.121765808909521,-0.00245674362903053,0.0729367781641656,0.134619919126821,0.0199891376309728
"miR34",-0.0198369306294508,-0.134573644254077,-0.121765808909521,-0.00245674362903053,0.0729367781641656,0.134619919126821,0.0199891376309728
"miR200",-0.235027829981141,-0.251624552120255,-0.228199872991894,0.00922861926551025,0.196928283222699,0.251526416693366,0.135027829981141
