"","NRF2","miR200","ZEB","miR34","Ecadherin","KEAP1","SNAIL"
"ZEB",-0.155008533477618,-0.0441994570725886,-0.0353801429455782,-0.00690129387989061,0.0275649523909713,0.0776083761957935,0.0939662877098078
"SNAIL",-0.0124792625676175,-0.0231784325914981,-0.0300633738073651,0.080117348847625,-0.056999706112825,0.0475221080091593,-0.084766253120798
"miR200",0.242792714899314,0.0729342682728413,-0.0292343137257413,0.00945112125489674,-0.0717269535687246,-0.134547171498648,-0.0603893182073991
"KEAP1",-0.113957590868695,-0.0196682267306204,-0.0260418162470221,0.0828093966675049,-0.0618151338385215,0.0517070616820767,0.0168820088107833
"Ecadherin",-0.231488129692945,-0.129603000714637,0.0264690876802678,-0.0285209717048331,0.043116169544741,0.114470998138977,0.0952491811607359
"NRF2",0.00234710397730908,0.0475221080091593,0.056999706112825,-0.0645445564848565,0.0260418162470221,-0.0196682267306204,-0.00453943954126193
"miR34",0.00234710397730908,0.0475221080091593,0.056999706112825,-0.0645445564848565,0.0260418162470221,-0.0196682267306204,-0.00453943954126193
