"","Ecadherin","KEAP1","miR34","miR200","ZEB","NRF2","SNAIL"
"NRF2",0.103456070163112,0.146076560246145,0.134661035131989,0.134661035131989,-0.109055329765148,0.00402540291918781,-0.0845030356341031
"miR34",0.103456070163112,0.146076560246145,0.134661035131989,0.134661035131989,-0.109055329765148,0.00402540291918781,-0.0845030356341031
"KEAP1",0.112074724236312,0.131125103935465,0.146076560246145,0.146076560246145,-0.103456070163112,0.118632144492222,-0.0682981657768403
"miR200",0.0867699427450522,0.170842957267095,0.0822945701703208,0.0822945701703208,-0.0926580683583986,0.0423049651983662,-0.0463319513485522
"ZEB",-0.0725526606740647,-0.071274911129094,-0.061826687395156,-0.061826687395156,-0.0326621337206057,0.0579837973114728,0.0627504380378223
"Ecadherin",0.0249433899433899,0.0283473859879423,0.0344645785185282,0.0344645785185282,-0.0306229825795043,-0.138009655824474,0.0616306386203703
"SNAIL",-0.109055329765148,-0.134661035131989,-0.144028576898099,-0.144028576898099,0.106316349173819,-0.0150386187782186,-0.0293502055636594
