"","Ecadherin","miR34","miR200","KEAP1","SNAIL","NRF2","ZEB"
"miR200",0.509775145785791,0.446522130648106,0.446522130648106,0.519425356454557,-0.116782355924471,-0.0758621074357115,-0.514681917130246
"Ecadherin",0.491752295323724,0.331608473624284,0.331608473624284,0.303340604982944,-0.00321576393263991,-0.288547622967542,-0.494846694070297
"SNAIL",0.140542718722145,0.0141414953688321,0.0141414953688321,-0.00733821823498648,-0.0513054210690059,-0.0718096941083536,-0.132434610614036
"KEAP1",-0.136904541241891,-0.0135141409735371,-0.0135141409735371,0.0181363444633561,-0.0556410506177066,0.165658792427085,0.125688484571289
"NRF2",-0.125688484571289,0.00733821823498648,0.00733821823498648,-0.0135141409735371,-0.0221397911718628,0.0907524253858866,0.140542718722145
"miR34",-0.125688484571289,0.00733821823498648,0.00733821823498648,-0.0135141409735371,-0.0221397911718628,0.0907524253858866,0.140542718722145
"ZEB",-0.579234214445583,-0.496813383543814,-0.496813383543814,-0.493941123528697,0.157562668445579,0.213962059616419,0.496073176081237
