"","miR34","miR200","NRF2","ZEB","Ecadherin","KEAP1","SNAIL"
"Ecadherin",0.172298691572377,0.172298691572377,0.157303493926618,-0.241577707354105,-0.242870304298876,-0.171590385068836,-0.0257766521458929
"KEAP1",-0.121377459394958,-0.121377459394958,-0.0621832612188838,-0.176238493697098,-0.176356557451526,0.121959983666803,0.386004515818993
"SNAIL",-0.121046254780071,-0.121046254780071,0.0383381134944426,-0.175936418580045,-0.176099669078866,0.121225252393436,0.284821076019178
"miR200",0.322181337525047,0.322181337525047,0.358168312229226,-0.164265581542814,-0.165933883799929,-0.421536176234724,-0.395349506370224
"ZEB",-0.32090308052711,-0.32090308052711,-0.265480171835953,0.0818667960012401,0.182670839189846,0.320751908947367,0.397901664543725
"NRF2",0.121225252393436,0.121225252393436,-0.0381912706163222,0.176099669078866,0.176238493697098,-0.121377459394958,-0.385248848312695
"miR34",0.121225252393436,0.121225252393436,-0.0381912706163222,0.176099669078866,0.176238493697098,-0.121377459394958,-0.385248848312695
