"","ZEB","Ecadherin","miR34","miR200","KEAP1","NRF2","SNAIL"
"ZEB",-0.100878479384493,-0.00278521037461463,0.00077230553416314,0.00077230553416314,0.00466987133658516,0.0202080950755039,0.0405708248050108
"KEAP1",-0.0696857301579935,-0.0714566864744044,-0.0359089177103259,-0.0359089177103259,0.0489186264481899,-0.15186062012442,0.0575146704977856
"SNAIL",-0.0695695771217097,-0.0715829999405016,-0.0377949767840791,-0.0377949767840791,0.0451935448031721,-0.0559524216720448,-0.0472628522688012
"miR200",0.0028509660946283,0.00432299749796491,0.00601763196450636,0.00601763196450636,-0.107630535190313,0.126356581940338,-0.0316108878426166
"Ecadherin",0.019509449757897,0.0183735312306741,0.0841018805787983,0.0841018805787983,-0.084552621081052,0.105670906763661,-0.0924853328015904
"NRF2",0.0715829999405016,0.0696857301579935,0.0451935448031721,0.0451935448031721,-0.0359089177103259,0.0619729796749817,-0.0401343178529494
"miR34",0.0715829999405016,0.0696857301579935,0.0451935448031721,0.0451935448031721,-0.0359089177103259,0.0619729796749817,-0.0401343178529494
