"","NRF2","miR34","miR200","Ecadherin","ZEB","KEAP1","SNAIL"
"NRF2",0.340297879931341,0.497643408518056,0.497643408518056,0.28555649534839,-0.300410729499246,-0.476791049309532,-0.729267212483535
"miR34",0.340297879931341,0.497643408518056,0.497643408518056,0.28555649534839,-0.300410729499246,-0.476791049309532,-0.729267212483535
"Ecadherin",0.38324724882733,0.347928507580141,0.347928507580141,0.176446172874744,-0.173351774128172,-0.319660638938802,-0.49693375406854
"miR200",0.35388408545769,0.225821504999026,0.225821504999026,0.161307931424008,-0.156401160079552,-0.298724730805478,-0.358136096304905
"ZEB",-0.231723634534392,-0.177365807207631,-0.177365807207631,-0.117334348980484,0.0341733106161371,0.180238067222748,0.309221813083447
"KEAP1",-0.41520424697254,-0.476791049309532,-0.476791049309532,-0.274340438677788,0.28555649534839,0.445140563872639,0.695765953037691
"SNAIL",-0.359240611208874,-0.519123122121874,-0.519123122121874,-0.300410729499246,0.308518837607354,0.497643408518056,0.655822000242666
