"","miR34","miR200","Ecadherin","NRF2","ZEB","SNAIL","KEAP1"
"miR200",0.292321527750039,0.292321527750039,0.195105072962086,0.0581747891138754,-0.193436770704972,-0.261706546206792,-0.390869914846813
"SNAIL",-0.13585984180746,-0.13585984180746,0.18948002497466,-0.167124675354487,-0.190187443802885,0.353567208996107,0.135561512451851
"KEAP1",-0.134496063441196,-0.134496063441196,0.186367097348671,-0.262432302934549,-0.188138053665082,0.447956354968325,0.133913539169352
"ZEB",-0.28260613755112,-0.28260613755112,-0.219433465480792,0.0605645048951563,0.118721312942313,0.221025276182468,0.282228208601763
"Ecadherin",-0.266642979452999,-0.266642979452999,-0.162824952824953,-0.0796673525760584,0.161375677462634,0.365711959169416,0.26567710694817
"NRF2",0.135561512451851,0.135561512451851,-0.188138053665082,0.165803089451403,0.18948002497466,-0.45123091416228,-0.134496063441196
"miR34",0.135561512451851,0.135561512451851,-0.188138053665082,0.165803089451403,0.18948002497466,-0.45123091416228,-0.134496063441196
