"","SNAIL","ZEB","KEAP1","Ecadherin","miR34","miR200","NRF2"
"SNAIL",0.116186245638453,-0.0682075189133229,0.186592957535721,0.0681893799690095,-0.124745469864826,-0.186712289277964,-0.115660748683174
"miR34",0.216153340077413,-0.0681893799690095,0.186440750534199,0.0681431050962653,-0.124685803993705,-0.186592957535721,-0.115807591561295
"KEAP1",0.215901450908647,-0.0681431050962653,0.187023274806043,0.068025041341838,-0.124685803993705,-0.186440750534199,-0.216182123396501
"ZEB",-0.147858722008273,-0.0670466311680712,-0.066096332785988,-0.0329763414944603,0.0165537893384714,0.066096332785988,0.125685404349132
"Ecadherin",0.235249021618644,-0.0391385622752082,0.172357763048939,0.0390993926708212,-0.0195120904321102,-0.172164588547973,-0.255561512494921
"miR200",0.00940671365553696,-0.0237902366114981,-0.0827416170666562,0.023692101184609,0.0104304259440965,-0.0172583829333438,-0.00205648835090459
"NRF2",-0.216153340077413,0.0681893799690095,-0.186440750534199,-0.0681431050962653,0.124685803993705,0.186592957535721,0.115807591561295
