"","Ecadherin","miR34","miR200","KEAP1","NRF2","SNAIL","ZEB"
"miR200",0.524021563761292,0.444763336018322,0.444763336018322,0.533956884405419,0.095613196729948,-0.122736173469895,-0.53736798181821
"Ecadherin",0.405233258804687,0.366523671518928,0.366523671518928,0.360406478988342,0.235449160408672,-0.198857409776599,-0.415064829505823
"SNAIL",0.128762115998185,0.00931170165509994,0.00931170165509994,0.00465776370760591,0.07289503126411,-0.0844983695475953,-0.128707699165245
"KEAP1",0.12591033818532,0.00770190373804731,0.00770190373804731,-0.00414275645612745,-0.0326140515453738,0.018763673929188,-0.123903254360055
"NRF2",-0.123903254360055,-0.00465776370760591,-0.00465776370760591,-0.00770190373804731,-0.078621903510806,-0.0144815580601704,0.128762115998185
"miR34",-0.123903254360055,-0.00465776370760591,-0.00465776370760591,-0.00770190373804731,-0.078621903510806,-0.0144815580601704,0.128762115998185
"ZEB",-0.559212270642642,-0.51274104136687,-0.51274104136687,-0.501554344465887,-0.192343789573151,0.231412565002164,0.469618886769451
