"","ZEB","Ecadherin","miR200","miR34","KEAP1","SNAIL","NRF2"
"miR34",-0.0854524143957118,0.0759660654831713,0.0888765035642755,-0.0888765035642755,-0.0928338856038494,-0.00121425548176616,0.00288829351908999
"SNAIL",-0.0774168620648575,0.0854524143957118,0.0922774582182135,-0.0922774582182135,-0.0888765035642755,-0.0947318599569225,0.0115520233281942
"KEAP1",-0.0759660654831713,0.0871821221537735,0.0928338856038494,-0.0928338856038494,-0.0883678661863736,0.00642638263746138,-0.0869993469303482
"Ecadherin",-0.0447068055142589,0.0741231784088927,0.123636025625796,-0.123636025625796,-0.111337249064302,0.0418089961850698,-0.120765970886124
"ZEB",-0.0383452056251249,-0.0290106409174894,-0.0246523355251886,0.0246523355251886,0.0383333634919308,0.0538551550106257,0.0739035314955077
"miR200",-0.0268525613678872,0.0611999607790746,0.0127298998849761,-0.0127298998849761,-0.0983750611752987,-0.0203657159906743,0.0510878687020819
"NRF2",0.0854524143957118,-0.0759660654831713,-0.0888765035642755,0.0888765035642755,0.0928338856038494,0.00121425548176616,-0.00288829351908999
