"","Ecadherin","miR200","miR34","SNAIL","NRF2","ZEB","KEAP1"
"miR200",0.529388060448087,0.441619677636006,0.372192548963878,-0.100405370828529,-0.0980868088482302,-0.542538207651228,-0.528393871184393
"Ecadherin",0.418482152767867,0.361178823487441,0.222798084607657,-0.156909968038914,-0.242956914840454,-0.427843688216359,-0.351584489939469
"SNAIL",0.108029070800299,0.0102845484405023,0.104145484046014,-0.108845903548804,-0.0622308141974463,-0.109353213735181,-0.00921056276031139
"NRF2",0.10668709949072,0.00921056276031139,0.103489159463675,-0.00861556462152571,-0.0609092282943626,-0.108029070800299,-0.00707966473900241
"KEAP1",-0.10397163313889,-0.00707966473900241,-0.102119296449976,0.00802782322773898,-0.0383417080352254,0.10668709949072,0.00610879095259464
"miR34",-0.10668709949072,-0.00921056276031139,-0.103489159463675,0.00861556462152571,0.0609092282943626,0.108029070800299,0.00707966473900241
"ZEB",-0.569803832863271,-0.507205516842667,-0.393024971526479,0.19608042735828,0.200129116410611,0.481313136791596,0.495565305202455
