"","ZEB","miR34","miR200","Ecadherin","KEAP1","NRF2","SNAIL"
"ZEB",-0.092313581287053,-0.00856130272573214,-0.00856130272573214,-0.00660670357396239,0.00901481746496117,0.0210324359501038,0.0389808949710692
"NRF2",-0.0384096112648118,0.0948851937356296,0.0948851937356296,0.0391037343559733,-0.0941241587280192,0.0355420523498656,-0.0649846929454009
"miR34",-0.0384096112648118,0.0948851937356296,0.0948851937356296,0.0391037343559733,-0.0941241587280192,0.0355420523498656,-0.0649846929454009
"miR200",-0.00342106340791874,0.0116999245137516,0.0116999245137516,0.00224343828524946,-0.111861214836332,0.122056488350905,-0.0310310079377047
"Ecadherin",0.00632402672775343,-0.103116244630904,-0.103116244630904,-0.00706824921110635,0.103180636131226,-0.0972283655823636,0.0976367137208073
"SNAIL",0.0381012492114833,-0.0944675326377775,-0.0944675326377775,-0.0384096112648118,0.0948851937356296,-0.0336330949343003,-0.0341268569065241
"KEAP1",0.0391037343559733,-0.0941241587280192,-0.0941241587280192,-0.0363882680041433,0.0947066829998639,-0.132171265833012,0.0649007298891457
