"","ZEB","miR34","miR200","Ecadherin","NRF2","KEAP1","SNAIL"
"SNAIL",-0.0946006567136379,-0.206545524115022,-0.206545524115022,-0.0961061890916535,-0.13457816619614,0.207201848697361,0.395162410144405
"KEAP1",-0.0929132228723106,-0.200656947631912,-0.200656947631912,-0.0958648167329954,-0.227417513487796,0.20162782141832,0.485194428830122
"ZEB",-0.0869271304047381,-0.0372191378938799,-0.0372191378938799,0.0100175054785608,0.0247526946032402,0.0411495989671982,0.109986130181723
"miR200",0.00052449029903671,0.0698765611343506,0.0698765611343506,-0.00438228104541864,0.098585590945997,-0.161973335327899,-0.178130852877568
"Ecadherin",0.013141193669144,0.163491147097794,0.163491147097794,0.0110652046366332,0.131168604263133,-0.159305699576867,-0.307636563514527
"NRF2",0.0961061890916535,0.207201848697361,0.207201848697361,0.0929132228723106,0.136780809367946,-0.200656947631912,-0.489140692474119
"miR34",0.0961061890916535,0.207201848697361,0.207201848697361,0.0929132228723106,0.136780809367946,-0.200656947631912,-0.489140692474119
