"","ZEB","Ecadherin","miR34","KEAP1","miR200","SNAIL","NRF2"
"ZEB",-0.0824103914267321,-0.0168774560347886,-0.00444152145888822,-0.00444152145888822,0.00444152145888822,0.0538467792529396,0.0929781577399785
"SNAIL",-0.0644958360226853,0.0645502528556256,0.17017252109066,0.169456530637199,-0.17017252109066,0.0741888417172059,-0.107168815395918
"KEAP1",-0.0637635800189759,0.0655345363353868,0.171130807653942,0.172490030954913,-0.171130807653942,0.172515216809105,-0.208035023384831
"Ecadherin",-0.0269392554175163,0.0281535131535132,0.12675918074212,0.126050874238578,-0.12675918074212,0.121264366148513,-0.230878656126474
"miR200",-0.0102131472465371,0.0110963660885391,-0.0297887413898745,-0.13107906397052,0.0297887413898745,-0.0851276785650987,0.0237238677847815
"NRF2",0.0645502528556256,-0.0637635800189759,-0.169456530637199,-0.171130807653942,0.169456530637199,-0.173102958202892,0.108784087055243
"miR34",0.0645502528556256,-0.0637635800189759,-0.169456530637199,-0.171130807653942,0.169456530637199,-0.173102958202892,0.108784087055243
