"","KEAP1","miR200","ZEB","Ecadherin","miR34","SNAIL","NRF2"
"SNAIL",-0.0997808392915594,-0.0912486197211536,-0.0694031760386446,0.0790349554690818,0.168347621702566,0.0425270920399493,0.0159741527184766
"KEAP1",-0.101191487870714,-0.0897351771911027,-0.0676976116467773,0.0810388158970725,0.169415431919688,0.143435849146349,-0.0834962229683025
"miR200",0.108496131572722,0.0331735509275612,-0.0550680147595313,0.0830366114229268,0.0640199044334247,0.0508591828118553,-0.240543190593952
"Ecadherin",0.0242413726659416,0.0496760152931148,-0.0453657836577091,0.0742337820909249,0.151149096159618,0.109923581407148,-0.221523149678994
"ZEB",-0.066822420258576,-0.0396115359048345,-0.0349597421416507,-0.0341420267533643,-0.0199911727272326,0.0635966633808657,0.153441953982679
"NRF2",0.0897351771911027,0.0997808392915594,0.0790349554690818,-0.0676976116467773,-0.162261702848151,-0.139993363839884,-0.0120093950092255
"miR34",0.0897351771911027,0.0997808392915594,0.0790349554690818,-0.0676976116467773,-0.162261702848151,-0.139993363839884,-0.0120093950092255
