"","ZEB","NRF2","SNAIL","KEAP1","miR34","miR200","Ecadherin"
"ZEB",-0.0726038386154594,-0.0423677439427467,-0.0382644091751922,-0.0186837924635349,-0.0111252134763845,-0.0111252134763845,0.02130840581367
"KEAP1",-0.0389617458975103,-0.0498430164187545,0.0258005335058026,-0.0320044013384597,-0.0430723625035082,-0.0430723625035082,-0.0303430918243108
"miR34",-0.0382676228063488,0.0310558599857398,0.0121145553361972,-0.0430723625035082,-0.0418547064913317,-0.0418547064913317,-0.0389617458975103
"SNAIL",-0.0345491392220935,0.0406006470635666,-0.0786389820116146,-0.0418547064913317,-0.0374394320283245,-0.0374394320283245,-0.0382676228063488
"miR200",-0.026648752592869,-0.0534861754151094,0.0344478257873378,0.0980403260319059,0.00787903570932524,0.00787903570932524,-0.0346958575977758
"Ecadherin",-0.0216083116704235,-0.0555082686929492,0.0754321436389994,0.0274349406591665,0.0287871621659276,0.0287871621659276,-0.0229009086151943
"NRF2",0.0382676228063488,-0.0310558599857398,-0.0121145553361972,0.0430723625035082,0.0418547064913317,0.0418547064913317,0.0389617458975103
