"","NRF2","ZEB","SNAIL","Ecadherin","miR200","KEAP1","miR34"
"ZEB",-0.0986436068799124,-0.0748838629986922,-0.0286421205472362,-0.0244499297878918,-0.0152887820342394,0.0158178825633399,0.0235890228070585
"KEAP1",-0.11659713681697,-0.0468817563254133,0.0593311328409794,0.0403882498319068,-0.0634057662665259,0.0554446012179822,-0.0987932434238163
"SNAIL",-0.016318300340539,-0.0453577828272419,-0.0363289800657089,0.0400793500320306,-0.0616512082298872,0.0547299671797679,-0.0966391874159989
"miR200",0.202231736114985,-0.0202739959695667,-0.0366912302068211,0.01772247487045,0.0240123860396453,-0.127560773136419,0.00365076258416753
"Ecadherin",0.00574096349268264,0.0262884753878543,-0.0920153825383432,-0.0224106845535417,-0.0185700573381777,0.0237857688642563,0.112722498295697
"NRF2",0.0173462004873819,0.0400793500320306,-0.0664679926226755,-0.0468817563254133,0.0547299671797679,-0.0634057662665259,0.0984888294207722
"miR34",0.0173462004873819,0.0400793500320306,-0.0664679926226755,-0.0468817563254133,0.0547299671797679,-0.0634057662665259,0.0984888294207722
