"","Ecadherin","KEAP1","miR34","miR200","ZEB","SNAIL","NRF2"
"NRF2",0.0992415524256256,0.136091351264864,0.125741275161364,0.125741275161364,-0.103730215081803,-0.0633857940106917,-0.113117417396275
"miR34",0.0992415524256256,0.136091351264864,0.125741275161364,0.125741275161364,-0.103730215081803,-0.0633857940106917,-0.113117417396275
"miR200",0.0572169082970728,0.110048460606025,0.0244032993157027,0.0244032993157027,-0.0530952203677303,0.0426595872944633,-0.237675604147685
"ZEB",-0.0639271893568132,-0.0605088874222931,-0.0517409357971986,-0.0517409357971986,-0.0351309314793918,0.039813192559799,0.153629923256508
"Ecadherin",0.0255989248846392,0.0256905343803125,0.0305198969044593,0.0305198969044593,-0.0262648081592181,0.0646521137161287,-0.201070134185696
"KEAP1",-0.106679568954551,-0.122693293012437,-0.136091351264864,-0.136091351264864,0.0992415524256256,0.0508752986286598,0.0123683537258634
"SNAIL",-0.103730215081803,-0.125741275161364,-0.133080177309335,-0.133080177309335,0.101063790267727,-0.046123913129815,0.113557946030637
