"","ZEB","Ecadherin","miR34","miR200","KEAP1","SNAIL","NRF2"
"ZEB",-0.0850685139085277,-0.014449060178309,-0.00736953707357192,-0.00736953707357192,0.00721836549382892,0.0365564666687082,0.0374915912552857
"KEAP1",-0.0675733353260574,0.0676913990804848,0.0821541584240843,0.0821541584240843,-0.0819599836668028,0.00439351440071067,-0.0872138387927862
"SNAIL",-0.0675651933658612,0.0676196101988016,0.0820944925529626,0.0820944925529626,-0.0821541584240843,-0.095693846962856,0.0125584722501283
"miR200",-0.00785145244965977,0.00873467129166173,-0.0111366750626454,-0.0111366750626454,-0.0891859055825159,-0.029150468262095,0.0590596431205568
"Ecadherin",-0.00176739595994254,0.00117985189413761,-0.0109331426744595,-0.0109331426744595,0.0112551001760693,0.0666745135289244,-0.0715001567544062
"NRF2",0.0676196101988016,-0.0675733353260574,-0.0821541584240843,-0.0821541584240843,0.0821541584240843,-0.00414162523194492,-0.0124116293720078
"miR34",0.0676196101988016,-0.0675733353260574,-0.0821541584240843,-0.0821541584240843,0.0821541584240843,-0.00414162523194492,-0.0124116293720078
