"","miR34","miR200","NRF2","ZEB","Ecadherin","SNAIL","KEAP1"
"Ecadherin",0.105082908210387,0.105082908210387,0.0760747095975523,-0.156737706085532,-0.158030303030303,0.00718804867619617,-0.101283809691392
"KEAP1",-0.00744984370903364,-0.00744984370903364,-0.0589771717371204,-0.111191960113421,-0.110129386323575,0.0305599625175221,0.0161877077867035
"SNAIL",-0.00780656751689682,-0.00780656751689682,0.0431149267961007,-0.111017268901459,-0.111978632950071,-0.0732783012624068,0.0118638467531737
"ZEB",-0.160142117776081,-0.160142117776081,-0.144126551871289,-0.00528447897257634,0.0961168534418505,0.122952806890636,0.161502661993768
"NRF2",0.0118638467531737,0.0118638467531737,-0.0391501690868496,0.111978632950071,0.111191960113421,-0.0205683588231476,-0.00744984370903364
"miR34",0.0118638467531737,0.0118638467531737,-0.0391501690868496,0.111978632950071,0.111191960113421,-0.0205683588231476,-0.00744984370903364
"miR200",-0.163913094648177,-0.163913094648177,-0.0591307648921862,0.121907779282181,0.123281675258629,0.0343402017479538,0.0647195462610802
