"","Ecadherin","miR34","miR200","SNAIL","NRF2","ZEB","KEAP1"
"miR200",0.265944129968353,0.224347832739526,0.224347832739526,0.0463617557981394,-0.0103000440056278,-0.265649723687686,-0.323702671449204
"KEAP1",0.074038597830235,-0.0273848002012695,-0.0273848002012695,0.0339760482123665,-0.151964976615169,-0.0739205340758076,0.0291323730168035
"SNAIL",0.0732264109846461,-0.0272740051285625,-0.0272740051285625,-0.0640371852936174,-0.054976080576627,-0.0735347730379746,0.026319351190615
"miR34",0.0739205340758076,-0.026319351190615,-0.026319351190615,0.0354034201687057,-0.0557102949672291,-0.0732264109846461,0.0273848002012695
"NRF2",-0.0739205340758076,0.026319351190615,0.026319351190615,-0.0354034201687057,0.0557102949672291,0.0732264109846461,-0.0273848002012695
"ZEB",-0.283274808384124,-0.221092462605174,-0.221092462605174,-0.134846109884798,0.122339529899543,0.183573452997035,0.221470391554531
"Ecadherin",-0.241872651158365,-0.190286704434375,-0.190286704434375,-0.0109750199624994,-0.00182950548973355,0.241990159971526,0.19112379393856
