"","NRF2","miR34","miR200","ZEB","Ecadherin","KEAP1","SNAIL"
"NRF2",0.29492583981696,0.450905398040807,0.450905398040807,-0.236183529609063,-0.229288573570192,-0.434010420871857,-0.693341194116332
"miR34",0.29492583981696,0.450905398040807,0.450905398040807,-0.236183529609063,-0.229288573570192,-0.434010420871857,-0.693341194116332
"miR200",0.288901656718916,0.166607562580754,0.166607562580754,-0.0938375983726553,-0.0900103167239802,-0.257091433548496,-0.309622806002116
"ZEB",-0.160341220923167,-0.119105301064961,-0.119105301064961,-0.0329419148940314,0.0651054087907837,0.114343396303056,0.24587490609534
"Ecadherin",-0.0558204761978152,-0.0359627951046389,-0.0359627951046389,0.021795422602876,0.0205811648668792,0.0330651775901508,0.168541065328675
"KEAP1",-0.37807190723269,-0.434010420871857,-0.434010420871857,0.229288573570192,0.220669919496992,0.412845372328168,0.667900388070992
"SNAIL",-0.308288541725917,-0.464389884914315,-0.464389884914315,0.241679629736036,0.236183529609063,0.450905398040807,0.613578114155819
