"","ZEB","Ecadherin","miR200","miR34","KEAP1","NRF2","SNAIL"
"NRF2",-0.0725152124762111,0.0720987386215142,0.0933365686651599,-0.0263368315292954,-0.0931843616636379,0.0136858418345776,-0.0304980767279337
"miR34",-0.0725152124762111,0.0720987386215142,0.0933365686651599,-0.0263368315292954,-0.0931843616636379,0.0136858418345776,-0.0304980767279337
"ZEB",-0.0720858917775708,-0.0277992449097713,-0.0271494777921356,-0.0158456009072239,0.0274518209516216,0.0344732831370107,0.0392027424023095
"miR200",-0.0386384988153131,0.0391291759497587,0.0406710592071539,0.00698678724491096,-0.140509768884573,0.065625406742158,-0.0353858803978627
"Ecadherin",0.0370141302749998,-0.0377583527583528,-0.11630209558886,-0.0345669642927237,0.116752836091114,-0.0816044794079126,0.0761032149569005
"KEAP1",0.0720987386215142,-0.072925184902506,-0.0931843616636379,0.0251191755171188,0.0941552354500456,-0.113311309999372,0.0307499658966995
"SNAIL",0.0724607956432708,-0.0725152124762111,-0.0935155662785251,0.0259788363025651,0.0933365686651599,-0.013832684712698,-0.0698638844435042
