"","KEAP1","ZEB","Ecadherin","miR34","miR200","SNAIL","NRF2"
"SNAIL",0.0944446955013856,-0.0803187829337379,0.0885720025963535,0.0982036453820539,0.0982036453820539,-0.0843707782161749,-0.0866501527369835
"KEAP1",0.0928392810697975,-0.0787154547018602,0.0901676388813171,0.0988586985455256,0.0988586985455256,0.0171097233739843,-0.185503458351661
"miR200",0.142092499129256,-0.0564782501997571,0.0835636280211506,0.0548344346131273,0.0548344346131273,0.0365820669444283,-0.248132085061019
"Ecadherin",0.116921579816548,-0.0489777497230913,0.0762006247720533,0.129993054381905,0.129993054381905,0.0512474557884338,-0.247446118056893
"ZEB",-0.0447429134950385,-0.036516804382643,-0.0340552149143936,-0.0308351281586818,-0.0308351281586818,0.0399953198027857,0.147912609892771
"NRF2",-0.0988586985455256,0.0885720025963535,-0.0787154547018602,-0.0944446955013856,-0.0944446955013856,-0.00980493747977772,0.0914959677149571
"miR34",-0.0988586985455256,0.0885720025963535,-0.0787154547018602,-0.0944446955013856,-0.0944446955013856,-0.00980493747977772,0.0914959677149571
