"","miR34","miR200","Ecadherin","NRF2","ZEB","SNAIL","KEAP1"
"KEAP1",0.00790173275733024,0.00790173275733024,0.376422886114594,-0.330316918319165,-0.378193842431005,0.376521925319623,-0.00227066479616519
"SNAIL",0.0113842398500312,0.0113842398500312,0.37768481883082,-0.229663550007528,-0.376396953784566,0.270677334057251,-0.0104892517832054
"Ecadherin",0.17003127874799,0.17003127874799,0.305246658103801,-0.241274390501629,-0.303640704323934,0.0951580981836355,-0.170095670248312
"ZEB",-0.249339014012927,-0.249339014012927,-0.174939540114809,0.0441591648367798,0.0733544264001294,0.205215965130231,0.251304244549586
"miR200",-0.237558830355768,-0.237558830355768,-0.245189809296936,0.192913699385781,0.243521507039821,0.0291742772890941,0.138365281968672
"NRF2",-0.0104892517832054,-0.0104892517832054,-0.378193842431005,0.230691450154371,0.37768481883082,-0.373079440013157,0.00790173275733024
"miR34",-0.0104892517832054,-0.0104892517832054,-0.378193842431005,0.230691450154371,0.37768481883082,-0.373079440013157,0.00790173275733024
