"","NRF2","ZEB","miR34","miR200","Ecadherin","KEAP1","SNAIL"
"NRF2",0.106604524858102,-0.0900406764444028,0.131864818338541,0.131864818338541,-0.0886987051348239,-0.130799369327887,-0.085431210294277
"miR34",0.106604524858102,-0.0900406764444028,0.131864818338541,0.131864818338541,-0.0886987051348239,-0.130799369327887,-0.085431210294277
"ZEB",-0.122584191369819,-0.0625926843550571,-0.0512060011772035,-0.0512060011772035,0.0381194681834221,0.051583930126561,0.0945197958472
"miR200",0.23773485679577,-0.0503181797224722,0.0666724484927126,0.0666724484927126,-0.0486498774653574,-0.165220835589487,-0.0862520311635504
"Ecadherin",-0.0185782614590293,-0.00697264088568436,0.0240293890253168,0.0240293890253168,-0.00552336552336552,-0.0230635165204874,0.0397266486572514
"KEAP1",-0.203233738341248,0.0886987051348239,-0.130799369327887,-0.130799369327887,0.0904696614512348,0.131381893599732,0.0887057694882317
"SNAIL",-0.105282938955018,0.0893332576161786,-0.131566488982933,-0.131566488982933,0.0900406764444028,0.131864818338541,-0.0122324948718961
