"","NRF2","miR200","SNAIL","ZEB","KEAP1","miR34","Ecadherin"
"Ecadherin",0.162569568848985,0.142379851599498,0.112002919004484,-0.270336793939278,-0.1418003280966,-0.250785434596148,-0.270532641961213
"miR200",0.376801875507459,0.237444651463999,-0.0126233104753275,-0.253402745844642,-0.337122070818838,-0.228199872991894,-0.253500881271531
"SNAIL",0.0172455395799622,-0.0366924362001372,-0.0315208084772494,-0.0854736850604541,0.0376470901380847,-0.122492974794538,-0.0858183250024095
"KEAP1",-0.082445925383987,-0.0359728131213419,0.0691860394435253,-0.0852167516567362,0.0388854344805652,-0.122367558404859,-0.0862793254465827
"NRF2",-0.016805010945601,0.0376470901380847,-0.0675907413746756,0.0858183250024095,-0.0359728131213419,0.122671972407903,0.0852167516567362
"miR34",-0.016805010945601,0.0376470901380847,-0.0675907413746756,0.0858183250024095,-0.0359728131213419,0.122671972407903,0.0852167516567362
"ZEB",-0.285635713124085,-0.235888258806022,-0.0679587545076306,0.171084379116401,0.235434744066793,0.26446732869393,0.271245187754122
