"","Ecadherin","miR34","miR200","SNAIL","KEAP1","ZEB","NRF2"
"miR200",0.548323196309639,0.425627747984805,0.412353244804036,-0.0184636697713166,-0.501062922223391,-0.562749104062338,-0.612045053085662
"Ecadherin",0.520366934652649,0.337739205578602,0.37999435176102,0.0210365682959873,-0.373104461226571,-0.532156985573135,-0.582639947487329
"SNAIL",0.279029725158869,0.0999405070441866,0.230155659913967,-0.0669470266437277,-0.229022008362654,-0.283510044404288,-0.249304471035293
"KEAP1",-0.261920260226426,-0.0901260615462808,-0.217910897251543,-0.0379667599574926,0.216551673950572,0.269358276755352,0.326187442211191
"NRF2",-0.269358276755352,-0.0886039915310601,-0.229022008362654,-0.0236090773378452,0.217910897251543,0.279029725158869,0.244164970301078
"miR34",-0.269358276755352,-0.0886039915310601,-0.229022008362654,-0.0236090773378452,0.217910897251543,0.279029725158869,0.244164970301078
"ZEB",-0.563481160439245,-0.470839844414393,-0.421225511213985,0.102606927922328,0.41041674326236,0.475541808268329,0.53078315049879
