"","SNAIL","Ecadherin","ZEB","KEAP1","miR200","NRF2","miR34"
"miR200",0.00464833426820351,0.0702186041177103,-0.0587367591716848,0.12866700201185,0.0370540987860436,0.0434957822775082,-0.0440044676618239
"Ecadherin",0.127749212434291,0.0703574203574203,-0.055277122668427,0.024938865530367,0.0362073780867095,-0.153316227601092,-0.159636625594481
"SNAIL",-0.0305210761627043,0.0638480696915027,-0.0437319804478966,-0.0642546272344593,-0.048860832485056,-0.0387991102441159,-0.115772796415348
"ZEB",-0.093771655387072,-0.0647936288880754,-0.032794241546108,-0.0291420820515929,-0.0280082952035204,0.071413975788714,0.0731128328350907
"KEAP1",-0.068838052809689,-0.0731248977811699,0.0364070701542514,0.072113828369362,0.0427934400198475,0.127775994865212,0.121659919848324
"NRF2",-0.0753032081413431,-0.0364070701542514,0.0638480696915027,0.0427934400198475,0.0642546272344593,0.0727198150899309,0.0957847295895722
"miR34",-0.0753032081413431,-0.0364070701542514,0.0638480696915027,0.0427934400198475,0.0642546272344593,0.0727198150899309,0.0957847295895722
